id	effectiveTime	active	moduleId	definitionStatusId
1335005	20220731	1	999991001000101	900000000000074008
1338007	20220731	1	999991001000101	900000000000074008
1376001	20220731	1	999991001000101	900000000000074008
1386000	20220731	1	999991001000101	900000000000073002
1415005	20220731	1	999991001000101	900000000000073002
1475003	20220731	1	999991001000101	900000000000073002
1482004	20220731	1	999991001000101	900000000000073002
1490004	20220731	1	999991001000101	900000000000074008
1507005	20220731	1	999991001000101	900000000000074008
1522000	20220731	1	999991001000101	900000000000074008
1532007	20220731	1	999991001000101	900000000000073002
1539003	20220731	1	999991001000101	900000000000073002
1563006	20220731	1	999991001000101	900000000000074008
1627004	20220731	1	999991001000101	900000000000074008
1639007	20220731	1	999991001000101	900000000000074008
1658003	20220731	1	999991001000101	900000000000073002
1679003	20220731	1	999991001000101	900000000000073002
1705000	20220731	1	999991001000101	900000000000073002
1711002	20220731	1	999991001000101	900000000000074008
1736008	20220731	1	999991001000101	900000000000074008
1755008	20220731	1	999991001000101	900000000000073002
1761006	20220731	1	999991001000101	900000000000073002
1776003	20220731	1	999991001000101	900000000000074008
1806006	20220731	1	999991001000101	900000000000074008
1847009	20220731	1	999991001000101	900000000000073002
1855002	20220731	1	999991001000101	900000000000074008
1860003	20220731	1	999991001000101	900000000000074008
1902009	20220731	1	999991001000101	900000000000074008
1912002	20220731	1	999991001000101	900000000000074008
1963002	20220731	1	999991001000101	900000000000074008
1985008	20220731	1	999991001000101	900000000000074008
2032001	20220731	1	999991001000101	900000000000073002
2033006	20220731	1	999991001000101	900000000000073002
2043009	20220731	1	999991001000101	900000000000073002
2052000	20220731	1	999991001000101	900000000000074008
2055003	20220731	1	999991001000101	900000000000073002
2070002	20220731	1	999991001000101	900000000000073002
2073000	20220731	1	999991001000101	900000000000074008
2089002	20220731	1	999991001000101	900000000000074008
2095001	20220731	1	999991001000101	900000000000074008
2129002	20220731	1	999991001000101	900000000000073002
2177002	20220731	1	999991001000101	900000000000073002
2227007	20220731	1	999991001000101	900000000000074008
2237002	20220731	1	999991001000101	900000000000073002
2249001	20220731	1	999991001000101	900000000000074008
2282003	20220731	1	999991001000101	900000000000073002
2304001	20220731	1	999991001000101	900000000000073002
2309006	20220731	1	999991001000101	900000000000074008
2314005	20220731	1	999991001000101	900000000000074008
2331003	20220731	1	999991001000101	900000000000074008
2334006	20220731	1	999991001000101	900000000000074008
2376003	20220731	1	999991001000101	900000000000074008
2403008	20220731	1	999991001000101	900000000000073002
2415007	20220731	1	999991001000101	900000000000073002
2423009	20220731	1	999991001000101	900000000000074008
2425002	20220731	1	999991001000101	900000000000074008
2429008	20220731	1	999991001000101	900000000000074008
2477008	20220731	1	999991001000101	900000000000073002
2492009	20220731	1	999991001000101	900000000000074008
2506003	20220731	1	999991001000101	900000000000074008
2526004	20220731	1	999991001000101	900000000000074008
2528003	20220731	1	999991001000101	900000000000074008
2538008	20220731	1	999991001000101	900000000000074008
2550002	20220731	1	999991001000101	900000000000074008
2556008	20220731	1	999991001000101	900000000000073002
2557004	20220731	1	999991001000101	900000000000074008
2598006	20220731	1	999991001000101	900000000000073002
2600000	20220731	1	999991001000101	900000000000074008
2615004	20220731	1	999991001000101	900000000000073002
2651006	20220731	1	999991001000101	900000000000073002
2667000	20220731	1	999991001000101	900000000000074008
2704003	20220731	1	999991001000101	900000000000073002
2733002	20220731	1	999991001000101	900000000000073002
2739003	20220731	1	999991001000101	900000000000074008
2748008	20220731	1	999991001000101	900000000000074008
2763006	20220731	1	999991001000101	900000000000074008
2776000	20220731	1	999991001000101	900000000000074008
2785000	20220731	1	999991001000101	900000000000074008
2799001	20220731	1	999991001000101	900000000000074008
2812003	20220731	1	999991001000101	900000000000074008
2841007	20220731	1	999991001000101	900000000000074008
2864009	20220731	1	999991001000101	900000000000074008
2869004	20220731	1	999991001000101	900000000000074008
2897005	20220731	1	999991001000101	900000000000073002
2901004	20220731	1	999991001000101	900000000000074008
2904007	20220731	1	999991001000101	900000000000073002
2910007	20220731	1	999991001000101	900000000000074008
2929001	20220731	1	999991001000101	900000000000073002
3006004	20220731	1	999991001000101	900000000000074008
3030002	20220731	1	999991001000101	900000000000074008
3057000	20220731	1	999991001000101	900000000000074008
3058005	20220731	1	999991001000101	900000000000074008
3092008	20220731	1	999991001000101	900000000000074008
3110003	20220731	1	999991001000101	900000000000073002
3120008	20220731	1	999991001000101	900000000000074008
3128001	20220731	1	999991001000101	900000000000074008
3135009	20220731	1	999991001000101	900000000000073002
3199001	20220731	1	999991001000101	900000000000073002
3218000	20220731	1	999991001000101	900000000000073002
3228009	20220731	1	999991001000101	900000000000073002
3238004	20220731	1	999991001000101	900000000000073002
3239007	20220731	1	999991001000101	900000000000074008
3249005	20220731	1	999991001000101	900000000000074008
3253007	20220731	1	999991001000101	900000000000074008
3265006	20220731	1	999991001000101	900000000000074008
3289004	20220731	1	999991001000101	900000000000074008
3291007	20220731	1	999991001000101	900000000000073002
3340007	20220731	1	999991001000101	900000000000074008
3341006	20220731	1	999991001000101	900000000000073002
3345002	20220731	1	999991001000101	900000000000074008
3351007	20220731	1	999991001000101	900000000000074008
3379001	20220731	1	999991001000101	900000000000074008
3380003	20220731	1	999991001000101	900000000000074008
3404009	20220731	1	999991001000101	900000000000074008
3415004	20220731	1	999991001000101	900000000000074008
3418002	20220731	1	999991001000101	900000000000073002
3424008	20220731	1	999991001000101	900000000000073002
3502005	20220731	1	999991001000101	900000000000073002
3545003	20220731	1	999991001000101	900000000000074008
3548001	20220731	1	999991001000101	900000000000073002
3577000	20220731	1	999991001000101	900000000000074008
3658006	20220731	1	999991001000101	900000000000074008
3679006	20220731	1	999991001000101	900000000000074008
3692009	20220731	1	999991001000101	900000000000074008
3696007	20220731	1	999991001000101	900000000000074008
3711007	20220731	1	999991001000101	900000000000074008
3713005	20220731	1	999991001000101	900000000000074008
3716002	20220731	1	999991001000101	900000000000073002
3718001	20220731	1	999991001000101	900000000000074008
3723001	20220731	1	999991001000101	900000000000073002
3744001	20220731	1	999991001000101	900000000000074008
3750006	20220731	1	999991001000101	900000000000074008
3754002	20220731	1	999991001000101	900000000000074008
3764006	20220731	1	999991001000101	900000000000074008
3829006	20220731	1	999991001000101	900000000000074008
3850002	20220731	1	999991001000101	900000000000074008
3855007	20220731	1	999991001000101	900000000000073002
3860006	20220731	1	999991001000101	900000000000074008
3875003	20220731	1	999991001000101	900000000000074008
3898006	20220731	1	999991001000101	900000000000074008
3931001	20220731	1	999991001000101	900000000000074008
3950001	20220731	1	999991001000101	900000000000074008
3951002	20220731	1	999991001000101	900000000000073002
3954005	20220731	1	999991001000101	900000000000074008
3972004	20220731	1	999991001000101	900000000000074008
4009004	20220731	1	999991001000101	900000000000073002
4046000	20220731	1	999991001000101	900000000000074008
4103001	20220731	1	999991001000101	900000000000074008
4120002	20220731	1	999991001000101	900000000000073002
4146003	20220731	1	999991001000101	900000000000074008
4147007	20220731	1	999991001000101	900000000000074008
4196002	20220731	1	999991001000101	900000000000074008
4210003	20220731	1	999991001000101	900000000000074008
4264000	20220731	1	999991001000101	900000000000073002
4273008	20220731	1	999991001000101	900000000000073002
4298009	20220731	1	999991001000101	900000000000074008
4306003	20220731	1	999991001000101	900000000000074008
4365001	20220731	1	999991001000101	900000000000073002
4386001	20220731	1	999991001000101	900000000000073002
4412009	20220731	1	999991001000101	900000000000073002
4432005	20220731	1	999991001000101	900000000000074008
4441000	20220731	1	999991001000101	900000000000074008
4452006	20220731	1	999991001000101	900000000000074008
4473006	20220731	1	999991001000101	900000000000074008
4506002	20220731	1	999991001000101	900000000000074008
4532008	20220731	1	999991001000101	900000000000074008
4538007	20220731	1	999991001000101	900000000000074008
4554005	20220731	1	999991001000101	900000000000074008
4556007	20220731	1	999991001000101	900000000000073002
4557003	20220731	1	999991001000101	900000000000074008
4568003	20220731	1	999991001000101	900000000000073002
4596009	20220731	1	999991001000101	900000000000074008
4598005	20220731	1	999991001000101	900000000000073002
4635002	20220731	1	999991001000101	900000000000074008
4649006	20220731	1	999991001000101	900000000000074008
4661003	20220731	1	999991001000101	900000000000073002
4668009	20220731	1	999991001000101	900000000000074008
4681002	20220731	1	999991001000101	900000000000074008
4716008	20220731	1	999991001000101	900000000000074008
4720007	20220731	1	999991001000101	900000000000074008
4740000	20220731	1	999991001000101	900000000000073002
4754008	20220731	1	999991001000101	900000000000073002
4770005	20220731	1	999991001000101	900000000000074008
4776004	20220731	1	999991001000101	900000000000074008
4779006	20220731	1	999991001000101	900000000000074008
4787007	20220731	1	999991001000101	900000000000074008
4797003	20220731	1	999991001000101	900000000000074008
4800001	20220731	1	999991001000101	900000000000074008
4828007	20220731	1	999991001000101	900000000000074008
4830009	20220731	1	999991001000101	900000000000074008
4834000	20220731	1	999991001000101	900000000000073002
4854004	20220731	1	999991001000101	900000000000073002
4855003	20220731	1	999991001000101	900000000000073002
4926007	20220731	1	999991001000101	900000000000074008
4927003	20220731	1	999991001000101	900000000000073002
4950009	20220731	1	999991001000101	900000000000074008
4969004	20220731	1	999991001000101	900000000000073002
4996001	20220731	1	999991001000101	900000000000074008
4997005	20220731	1	999991001000101	900000000000073002
5007006	20220731	1	999991001000101	900000000000074008
5050001	20220731	1	999991001000101	900000000000074008
5052009	20220731	1	999991001000101	900000000000074008
5056007	20220731	1	999991001000101	900000000000074008
5084002	20220731	1	999991001000101	900000000000074008
5132005	20220731	1	999991001000101	900000000000074008
5148006	20220731	1	999991001000101	900000000000074008
5149003	20220731	1	999991001000101	900000000000073002
5158005	20220731	1	999991001000101	900000000000074008
5210005	20220731	1	999991001000101	900000000000074008
5217008	20220731	1	999991001000101	900000000000074008
5247005	20220731	1	999991001000101	900000000000074008
5257006	20220731	1	999991001000101	900000000000074008
5261000	20220731	1	999991001000101	900000000000074008
5291005	20220731	1	999991001000101	900000000000074008
5294002	20220731	1	999991001000101	900000000000073002
5313005	20220731	1	999991001000101	900000000000073002
5318001	20220731	1	999991001000101	900000000000073002
5332004	20220731	1	999991001000101	900000000000074008
5370000	20220731	1	999991001000101	900000000000074008
5399005	20220731	1	999991001000101	900000000000074008
5413009	20220731	1	999991001000101	900000000000074008
5431005	20220731	1	999991001000101	900000000000074008
5441008	20220731	1	999991001000101	900000000000073002
5505005	20220731	1	999991001000101	900000000000073002
5510009	20220731	1	999991001000101	900000000000073002
5540006	20220731	1	999991001000101	900000000000074008
5552004	20220731	1	999991001000101	900000000000073002
5580002	20220731	1	999991001000101	900000000000074008
5595000	20220731	1	999991001000101	900000000000074008
5602001	20220731	1	999991001000101	900000000000073002
5633004	20220731	1	999991001000101	900000000000074008
5655007	20220731	1	999991001000101	900000000000074008
5662003	20220731	1	999991001000101	900000000000073002
5665001	20220731	1	999991001000101	900000000000074008
5668004	20220731	1	999991001000101	900000000000074008
5689008	20220731	1	999991001000101	900000000000073002
5703000	20220731	1	999991001000101	900000000000074008
5713008	20220731	1	999991001000101	900000000000074008
5742000	20220731	1	999991001000101	900000000000074008
5755004	20220731	1	999991001000101	900000000000074008
5758002	20220731	1	999991001000101	900000000000074008
5781000	20220731	1	999991001000101	900000000000073002
5798000	20220731	1	999991001000101	900000000000074008
5851001	20220731	1	999991001000101	900000000000074008
5876000	20220731	1	999991001000101	900000000000074008
5880005	20220731	1	999991001000101	900000000000073002
5885000	20220731	1	999991001000101	900000000000074008
5888003	20220731	1	999991001000101	900000000000073002
5902003	20220731	1	999991001000101	900000000000074008
5913000	20220731	1	999991001000101	900000000000073002
5933001	20220731	1	999991001000101	900000000000074008
5935008	20220731	1	999991001000101	900000000000074008
5964004	20220731	1	999991001000101	900000000000073002
5972002	20220731	1	999991001000101	900000000000074008
5984000	20220731	1	999991001000101	900000000000074008
6012004	20220731	1	999991001000101	900000000000074008
6020002	20220731	1	999991001000101	900000000000073002
6025007	20220731	1	999991001000101	900000000000073002
6055000	20220731	1	999991001000101	900000000000073002
6058003	20220731	1	999991001000101	900000000000073002
6064005	20220731	1	999991001000101	900000000000074008
6072007	20220731	1	999991001000101	900000000000073002
6077001	20220731	1	999991001000101	900000000000074008
6081001	20220731	1	999991001000101	900000000000074008
6085005	20220731	1	999991001000101	900000000000074008
6096002	20220731	1	999991001000101	900000000000074008
6118003	20220731	1	999991001000101	900000000000073002
6140007	20220731	1	999991001000101	900000000000074008
6141006	20220731	1	999991001000101	900000000000073002
6142004	20220731	1	999991001000101	900000000000073002
6148000	20220731	1	999991001000101	900000000000073002
6154004	20220731	1	999991001000101	900000000000073002
6185008	20220731	1	999991001000101	900000000000073002
6199007	20220731	1	999991001000101	900000000000074008
6215006	20220731	1	999991001000101	900000000000073002
6219000	20220731	1	999991001000101	900000000000074008
6234006	20220731	1	999991001000101	900000000000073002
6240004	20220731	1	999991001000101	900000000000073002
6246005	20220731	1	999991001000101	900000000000074008
6266001	20220731	1	999991001000101	900000000000074008
6284004	20220731	1	999991001000101	900000000000073002
6285003	20220731	1	999991001000101	900000000000073002
6374002	20220731	1	999991001000101	900000000000074008
6383007	20220731	1	999991001000101	900000000000074008
6387008	20220731	1	999991001000101	900000000000074008
6415009	20220731	1	999991001000101	900000000000074008
6417001	20220731	1	999991001000101	900000000000074008
6456007	20220731	1	999991001000101	900000000000074008
6461009	20220731	1	999991001000101	900000000000073002
6471006	20220731	1	999991001000101	900000000000074008
6475002	20220731	1	999991001000101	900000000000074008
6574001	20220731	1	999991001000101	900000000000074008
6612003	20220731	1	999991001000101	900000000000074008
6631009	20220731	1	999991001000101	900000000000073002
6654000	20220731	1	999991001000101	900000000000074008
6655004	20220731	1	999991001000101	900000000000073002
6698000	20220731	1	999991001000101	900000000000073002
6725000	20220731	1	999991001000101	900000000000074008
6736007	20220731	1	999991001000101	900000000000074008
6738008	20220731	1	999991001000101	900000000000073002
6769007	20220731	1	999991001000101	900000000000074008
6828005	20220731	1	999991001000101	900000000000074008
6836001	20220731	1	999991001000101	900000000000073002
6853008	20220731	1	999991001000101	900000000000073002
6858004	20220731	1	999991001000101	900000000000074008
6893006	20220731	1	999991001000101	900000000000074008
6895004	20220731	1	999991001000101	900000000000074008
6918002	20220731	1	999991001000101	900000000000074008
6920004	20220731	1	999991001000101	900000000000074008
6929003	20220731	1	999991001000101	900000000000073002
6942003	20220731	1	999991001000101	900000000000074008
6962006	20220731	1	999991001000101	900000000000073002
6975006	20220731	1	999991001000101	900000000000074008
6976007	20220731	1	999991001000101	900000000000073002
6990005	20220731	1	999991001000101	900000000000073002
6999006	20220731	1	999991001000101	900000000000074008
7010000	20220731	1	999991001000101	900000000000074008
7011001	20220731	1	999991001000101	900000000000074008
7058009	20220731	1	999991001000101	900000000000073002
7087005	20220731	1	999991001000101	900000000000074008
7093002	20220731	1	999991001000101	900000000000074008
7119001	20220731	1	999991001000101	900000000000074008
7160008	20220731	1	999991001000101	900000000000074008
7163005	20220731	1	999991001000101	900000000000073002
7173007	20220731	1	999991001000101	900000000000074008
7180009	20220731	1	999991001000101	900000000000073002
7183006	20220731	1	999991001000101	900000000000073002
7199000	20220731	1	999991001000101	900000000000074008
7200002	20220731	1	999991001000101	900000000000074008
7231009	20220731	1	999991001000101	900000000000074008
7293009	20220731	1	999991001000101	900000000000074008
7297005	20220731	1	999991001000101	900000000000074008
7305005	20220731	1	999991001000101	900000000000073002
7339009	20220731	1	999991001000101	900000000000073002
7426009	20220731	1	999991001000101	900000000000073002
7436001	20220731	1	999991001000101	900000000000073002
7456000	20220731	1	999991001000101	900000000000073002
7476006	20220731	1	999991001000101	900000000000074008
7480001	20220731	1	999991001000101	900000000000074008
7484005	20220731	1	999991001000101	900000000000074008
7520000	20220731	1	999991001000101	900000000000074008
7527002	20220731	1	999991001000101	900000000000074008
7550008	20220731	1	999991001000101	900000000000073002
7551007	20220731	1	999991001000101	900000000000073002
7569003	20220731	1	999991001000101	900000000000074008
7573000	20220731	1	999991001000101	900000000000074008
7620006	20220731	1	999991001000101	900000000000073002
7632005	20220731	1	999991001000101	900000000000074008
7657000	20220731	1	999991001000101	900000000000074008
7674000	20220731	1	999991001000101	900000000000074008
7699004	20220731	1	999991001000101	900000000000073002
7752002	20220731	1	999991001000101	900000000000074008
7757008	20220731	1	999991001000101	900000000000074008
7791007	20220731	1	999991001000101	900000000000074008
7792000	20220731	1	999991001000101	900000000000074008
7793005	20220731	1	999991001000101	900000000000073002
7832008	20220731	1	999991001000101	900000000000074008
7847004	20220731	1	999991001000101	900000000000073002
7851002	20220731	1	999991001000101	900000000000074008
7885001	20220731	1	999991001000101	900000000000074008
7890003	20220731	1	999991001000101	900000000000073002
7895008	20220731	1	999991001000101	900000000000073002
7904003	20220731	1	999991001000101	900000000000074008
7908000	20220731	1	999991001000101	900000000000073002
7916009	20220731	1	999991001000101	900000000000073002
7939003	20220731	1	999991001000101	900000000000074008
7951001	20220731	1	999991001000101	900000000000073002
7973008	20220731	1	999991001000101	900000000000073002
7996008	20220731	1	999991001000101	900000000000074008
8001006	20220731	1	999991001000101	900000000000074008
8004003	20220731	1	999991001000101	900000000000074008
8009008	20220731	1	999991001000101	900000000000074008
8011004	20220731	1	999991001000101	900000000000074008
8030004	20220731	1	999991001000101	900000000000074008
8060009	20220731	1	999991001000101	900000000000074008
8069005	20220731	1	999991001000101	900000000000074008
8079007	20220731	1	999991001000101	900000000000074008
8098009	20220731	1	999991001000101	900000000000074008
8128003	20220731	1	999991001000101	900000000000074008
8147000	20220731	1	999991001000101	900000000000074008
8180007	20220731	1	999991001000101	900000000000074008
8186001	20220731	1	999991001000101	900000000000073002
8191000	20220731	1	999991001000101	900000000000074008
8204009	20220731	1	999991001000101	900000000000074008
8205005	20220731	1	999991001000101	900000000000074008
8217007	20220731	1	999991001000101	900000000000073002
8220004	20220731	1	999991001000101	900000000000073002
8225009	20220731	1	999991001000101	900000000000074008
8229003	20220731	1	999991001000101	900000000000074008
8357008	20220731	1	999991001000101	900000000000074008
8360001	20220731	1	999991001000101	900000000000074008
8368008	20220731	1	999991001000101	900000000000074008
8385005	20220731	1	999991001000101	900000000000074008
8386006	20220731	1	999991001000101	900000000000074008
8392000	20220731	1	999991001000101	900000000000074008
8442000	20220731	1	999991001000101	900000000000073002
8454000	20220731	1	999991001000101	900000000000074008
8467002	20220731	1	999991001000101	900000000000074008
8493009	20220731	1	999991001000101	900000000000073002
8504008	20220731	1	999991001000101	900000000000074008
8517006	20220731	1	999991001000101	900000000000074008
8598002	20220731	1	999991001000101	900000000000074008
8619003	20220731	1	999991001000101	900000000000074008
8631001	20220731	1	999991001000101	900000000000074008
8635005	20220731	1	999991001000101	900000000000073002
8652009	20220731	1	999991001000101	900000000000074008
8672004	20220731	1	999991001000101	900000000000074008
8711009	20220731	1	999991001000101	900000000000074008
8722008	20220731	1	999991001000101	900000000000073002
8745002	20220731	1	999991001000101	900000000000074008
8765009	20220731	1	999991001000101	900000000000073002
8782006	20220731	1	999991001000101	900000000000074008
8801005	20220731	1	999991001000101	900000000000074008
8847002	20220731	1	999991001000101	900000000000073002
8874001	20220731	1	999991001000101	900000000000073002
8900005	20220731	1	999991001000101	900000000000074008
8920006	20220731	1	999991001000101	900000000000073002
8928004	20220731	1	999991001000101	900000000000074008
8935007	20220731	1	999991001000101	900000000000074008
8943002	20220731	1	999991001000101	900000000000074008
8971008	20220731	1	999991001000101	900000000000074008
8983005	20220731	1	999991001000101	900000000000074008
8993003	20220731	1	999991001000101	900000000000074008
9009001	20220731	1	999991001000101	900000000000074008
9014002	20220731	1	999991001000101	900000000000074008
9015001	20220731	1	999991001000101	900000000000074008
9021002	20220731	1	999991001000101	900000000000074008
9040008	20220731	1	999991001000101	900000000000074008
9041007	20220731	1	999991001000101	900000000000074008
9062008	20220731	1	999991001000101	900000000000074008
9078005	20220731	1	999991001000101	900000000000073002
9089003	20220731	1	999991001000101	900000000000074008
9194001	20220731	1	999991001000101	900000000000074008
9196004	20220731	1	999991001000101	900000000000074008
9258009	20220731	1	999991001000101	900000000000074008
9267009	20220731	1	999991001000101	900000000000074008
9283009	20220731	1	999991001000101	900000000000074008
9293002	20220731	1	999991001000101	900000000000074008
9326001	20220731	1	999991001000101	900000000000074008
9360008	20220731	1	999991001000101	900000000000074008
9389005	20220731	1	999991001000101	900000000000073002
9414007	20220731	1	999991001000101	900000000000074008
9468002	20220731	1	999991001000101	900000000000073002
9482002	20220731	1	999991001000101	900000000000074008
9499001	20220731	1	999991001000101	900000000000074008
9566001	20220731	1	999991001000101	900000000000074008
9631008	20220731	1	999991001000101	900000000000074008
9679001	20220731	1	999991001000101	900000000000074008
9680003	20220731	1	999991001000101	900000000000074008
9682006	20220731	1	999991001000101	900000000000073002
9713002	20220731	1	999991001000101	900000000000073002
9748009	20220731	1	999991001000101	900000000000074008
9794007	20220731	1	999991001000101	900000000000073002
9826008	20220731	1	999991001000101	900000000000073002
9861002	20220731	1	999991001000101	900000000000074008
9875009	20220731	1	999991001000101	900000000000074008
9888007	20220731	1	999991001000101	900000000000073002
9892000	20220731	1	999991001000101	900000000000074008
9939008	20220731	1	999991001000101	900000000000074008
9953008	20220731	1	999991001000101	900000000000073002
9957009	20220731	1	999991001000101	900000000000074008
9991008	20220731	1	999991001000101	900000000000073002
10013000	20220731	1	999991001000101	900000000000074008
10020007	20220731	1	999991001000101	900000000000074008
10050004	20220731	1	999991001000101	900000000000073002
10052007	20220731	1	999991001000101	900000000000074008
10056005	20220731	1	999991001000101	900000000000074008
10085004	20220731	1	999991001000101	900000000000073002
10122001	20220731	1	999991001000101	900000000000074008
10132008	20220731	1	999991001000101	900000000000074008
10133003	20220731	1	999991001000101	900000000000074008
10174003	20220731	1	999991001000101	900000000000074008
10184002	20220731	1	999991001000101	900000000000073002
10197000	20220731	1	999991001000101	900000000000074008
10200004	20220731	1	999991001000101	900000000000074008
10217006	20220731	1	999991001000101	900000000000073002
10262005	20220731	1	999991001000101	900000000000074008
10293006	20220731	1	999991001000101	900000000000074008
10326007	20220731	1	999991001000101	900000000000074008
10377000	20220731	1	999991001000101	900000000000074008
10380004	20220731	1	999991001000101	900000000000073002
10399008	20220731	1	999991001000101	900000000000074008
10410005	20220731	1	999991001000101	900000000000074008
10443009	20220731	1	999991001000101	900000000000074008
10458001	20220731	1	999991001000101	900000000000073002
10481004	20220731	1	999991001000101	900000000000074008
10509002	20220731	1	999991001000101	900000000000073002
10514003	20220731	1	999991001000101	900000000000074008
10528009	20220731	1	999991001000101	900000000000074008
10588007	20220731	1	999991001000101	900000000000074008
10601006	20220731	1	999991001000101	900000000000073002
10669005	20220731	1	999991001000101	900000000000074008
10690002	20220731	1	999991001000101	900000000000074008
10695007	20220731	1	999991001000101	900000000000074008
10725009	20220731	1	999991001000101	900000000000074008
10737006	20220731	1	999991001000101	900000000000074008
10743008	20220731	1	999991001000101	900000000000074008
10801009	20220731	1	999991001000101	900000000000074008
10810001	20220731	1	999991001000101	900000000000073002
10827009	20220731	1	999991001000101	900000000000074008
10828004	20220731	1	999991001000101	900000000000074008
10836008	20220731	1	999991001000101	900000000000073002
10847001	20220731	1	999991001000101	900000000000073002
10849003	20220731	1	999991001000101	900000000000073002
10893003	20220731	1	999991001000101	900000000000073002
10981006	20220731	1	999991001000101	900000000000074008
10989008	20220731	1	999991001000101	900000000000074008
11000004	20220731	1	999991001000101	900000000000074008
11049006	20220731	1	999991001000101	900000000000073002
11092001	20220731	1	999991001000101	900000000000074008
11101003	20220731	1	999991001000101	900000000000074008
11128008	20220731	1	999991001000101	900000000000074008
11164009	20220731	1	999991001000101	900000000000074008
11193009	20220731	1	999991001000101	900000000000074008
11224003	20220731	1	999991001000101	900000000000074008
11226001	20220731	1	999991001000101	900000000000074008
11251000	20220731	1	999991001000101	900000000000073002
11281008	20220731	1	999991001000101	900000000000074008
11291002	20220731	1	999991001000101	900000000000073002
11296007	20220731	1	999991001000101	900000000000073002
11311000	20220731	1	999991001000101	900000000000074008
11314008	20220731	1	999991001000101	900000000000073002
11381005	20220731	1	999991001000101	900000000000074008
11387009	20220731	1	999991001000101	900000000000073002
11399002	20220731	1	999991001000101	900000000000074008
11422002	20220731	1	999991001000101	900000000000074008
11428003	20220731	1	999991001000101	900000000000074008
11429006	20220731	1	999991001000101	900000000000073002
11437003	20220731	1	999991001000101	900000000000073002
11441004	20220731	1	999991001000101	900000000000074008
11466000	20220731	1	999991001000101	900000000000073002
11471007	20220731	1	999991001000101	900000000000074008
11480007	20220731	1	999991001000101	900000000000073002
11526002	20220731	1	999991001000101	900000000000074008
11530004	20220731	1	999991001000101	900000000000074008
11538006	20220731	1	999991001000101	900000000000074008
11543004	20220731	1	999991001000101	900000000000074008
11612004	20220731	1	999991001000101	900000000000073002
11625007	20220731	1	999991001000101	900000000000073002
11639007	20220731	1	999991001000101	900000000000074008
11644000	20220731	1	999991001000101	900000000000074008
11654001	20220731	1	999991001000101	900000000000073002
