id	effectiveTime	active	moduleId	sourceId	value	relationshipGroup	typeId	characteristicTypeId	modifierId
10391000003022	20220731	1	999991001000101	370169006	#325	1	1142135004	900000000000011006	900000000000451002
10401000003020	20220731	1	999991001000101	370169006	#1	1	1142136003	900000000000011006	900000000000451002
10431000003027	20220731	1	999991001000101	777428004	#1	0	1142139005	900000000000011006	900000000000451002
10931000003020	20220731	1	999991001000101	324466004	#1	0	1142139005	900000000000011006	900000000000451002
10981000003024	20220731	1	999991001000101	324466004	#100	1	1142135004	900000000000011006	900000000000451002
10991000003021	20220731	1	999991001000101	324466004	#1	1	1142136003	900000000000011006	900000000000451002
11501000003027	20220731	1	999991001000101	1204410001	#1	0	1142139005	900000000000011006	900000000000451002
11551000003026	20220731	1	999991001000101	1204410001	#1	1	1142137007	900000000000011006	900000000000451002
11561000003028	20220731	1	999991001000101	1204410001	#100	1	1142138002	900000000000011006	900000000000451002
11871000003024	20220731	1	999991001000101	1197504008	#1	0	1142139005	900000000000011006	900000000000451002
11921000003028	20220731	1	999991001000101	1197504008	#1	1	1142137007	900000000000011006	900000000000451002
11931000003026	20220731	1	999991001000101	1197504008	#9500	1	1142138002	900000000000011006	900000000000451002
12211000003024	20220731	1	999991001000101	330061001	#1	0	1142139005	900000000000011006	900000000000451002
12261000003021	20220731	1	999991001000101	330061001	#100	1	1142135004	900000000000011006	900000000000451002
12271000003027	20220731	1	999991001000101	330061001	#1	1	1142136003	900000000000011006	900000000000451002
12591000003026	20220731	1	999991001000101	1181000221105	#1	0	1142139005	900000000000011006	900000000000451002
13211000003029	20220731	1	999991001000101	1179487000	#1	0	1142139005	900000000000011006	900000000000451002
13261000003027	20220731	1	999991001000101	1179487000	#5	1	1142135004	900000000000011006	900000000000451002
13271000003021	20220731	1	999991001000101	1179487000	#1	1	1142136003	900000000000011006	900000000000451002
13351000003020	20220731	1	999991001000101	1148460002	#1	0	1142139005	900000000000011006	900000000000451002
13401000003027	20220731	1	999991001000101	1148460002	#200	1	1142135004	900000000000011006	900000000000451002
13411000003025	20220731	1	999991001000101	1148460002	#1	1	1142136003	900000000000011006	900000000000451002
14091000003029	20220731	1	999991001000101	777344007	#1	0	1142139005	900000000000011006	900000000000451002
14881000003024	20220731	1	999991001000101	375731009	#1	0	1142139005	900000000000011006	900000000000451002
14931000003029	20220731	1	999991001000101	375731009	#500	1	1142135004	900000000000011006	900000000000451002
14941000003020	20220731	1	999991001000101	375731009	#1	1	1142136003	900000000000011006	900000000000451002
15741000003022	20220731	1	999991001000101	1197405007	#3	0	1142139005	900000000000011006	900000000000451002
15791000003025	20220731	1	999991001000101	1197405007	#300	1	1142135004	900000000000011006	900000000000451002
15801000003026	20220731	1	999991001000101	1197405007	#1	1	1142136003	900000000000011006	900000000000451002
15851000003025	20220731	1	999991001000101	1197405007	#400	2	1142135004	900000000000011006	900000000000451002
15861000003027	20220731	1	999991001000101	1197405007	#1	2	1142136003	900000000000011006	900000000000451002
15911000003023	20220731	1	999991001000101	1197405007	#245	3	1142135004	900000000000011006	900000000000451002
15921000003025	20220731	1	999991001000101	1197405007	#1	3	1142136003	900000000000011006	900000000000451002
16071000003023	20220731	1	999991001000101	376966009	#1	0	1142139005	900000000000011006	900000000000451002
16121000003023	20220731	1	999991001000101	376966009	#1	1	1142137007	900000000000011006	900000000000451002
16131000003020	20220731	1	999991001000101	376966009	#40	1	1142138002	900000000000011006	900000000000451002
16161000003028	20220731	1	999991001000101	766547008	#1	0	1142139005	900000000000011006	900000000000451002
16211000003020	20220731	1	999991001000101	766547008	#1	1	1142137007	900000000000011006	900000000000451002
16221000003027	20220731	1	999991001000101	766547008	#50	1	1142138002	900000000000011006	900000000000451002
16421000003026	20220731	1	999991001000101	774413005	#1	0	1142139005	900000000000011006	900000000000451002
16671000003025	20220731	1	999991001000101	769153001	#1	0	1142139005	900000000000011006	900000000000451002
16721000003022	20220731	1	999991001000101	769153001	#1	1	1142137007	900000000000011006	900000000000451002
16731000003024	20220731	1	999991001000101	769153001	#2	1	1142138002	900000000000011006	900000000000451002
17021000003021	20220731	1	999991001000101	1197401003	#3	0	1142139005	900000000000011006	900000000000451002
17741000003025	20220731	1	999991001000101	775354007	#1	0	1142139005	900000000000011006	900000000000451002
17771000003023	20220731	1	999991001000101	776481004	#1	0	1142139005	900000000000011006	900000000000451002
17971000003021	20220731	1	999991001000101	1197063006	#1	0	1142139005	900000000000011006	900000000000451002
18021000003020	20220731	1	999991001000101	1197063006	#1	1	1142137007	900000000000011006	900000000000451002
18031000003022	20220731	1	999991001000101	1197063006	#10	1	1142138002	900000000000011006	900000000000451002
18301000003026	20220731	1	999991001000101	784474002	#1	0	1142139005	900000000000011006	900000000000451002
18351000003025	20220731	1	999991001000101	784474002	#1	1	1142137007	900000000000011006	900000000000451002
18361000003027	20220731	1	999991001000101	784474002	#3000	1	1142138002	900000000000011006	900000000000451002
18561000003021	20220731	1	999991001000101	775866006	#2	0	1142139005	900000000000011006	900000000000451002
18991000003024	20220731	1	999991001000101	375356000	#1	0	1142139005	900000000000011006	900000000000451002
19041000003022	20220731	1	999991001000101	375356000	#440	1	1142135004	900000000000011006	900000000000451002
19051000003020	20220731	1	999991001000101	375356000	#1	1	1142136003	900000000000011006	900000000000451002
19271000003024	20220731	1	999991001000101	1142211002	#1	0	1142139005	900000000000011006	900000000000451002
19321000003026	20220731	1	999991001000101	1142211002	#1	1	1142137007	900000000000011006	900000000000451002
19331000003029	20220731	1	999991001000101	1142211002	#20	1	1142138002	900000000000011006	900000000000451002
19461000003026	20220731	1	999991001000101	325365005	#1	0	1142139005	900000000000011006	900000000000451002
19511000003029	20220731	1	999991001000101	325365005	#1	1	1142137007	900000000000011006	900000000000451002
19521000003022	20220731	1	999991001000101	325365005	#100	1	1142138002	900000000000011006	900000000000451002
19671000003022	20220731	1	999991001000101	789650005	#1	0	1142139005	900000000000011006	900000000000451002
19721000003025	20220731	1	999991001000101	789650005	#1	1	1142137007	900000000000011006	900000000000451002
19731000003028	20220731	1	999991001000101	789650005	#150	1	1142138002	900000000000011006	900000000000451002
20021000003029	20220731	1	999991001000101	321417000	#1	0	1142139005	900000000000011006	900000000000451002
20071000003025	20220731	1	999991001000101	321417000	#5	1	1142135004	900000000000011006	900000000000451002
20081000003028	20220731	1	999991001000101	321417000	#1	1	1142136003	900000000000011006	900000000000451002
20471000003021	20220731	1	999991001000101	416646003	#1	0	1142139005	900000000000011006	900000000000451002
20521000003023	20220731	1	999991001000101	416646003	#1	1	1142137007	900000000000011006	900000000000451002
20531000003020	20220731	1	999991001000101	416646003	#5	1	1142138002	900000000000011006	900000000000451002
20681000003020	20220731	1	999991001000101	371641008	#1	0	1142139005	900000000000011006	900000000000451002
20731000003029	20220731	1	999991001000101	371641008	#1	1	1142137007	900000000000011006	900000000000451002
20741000003020	20220731	1	999991001000101	371641008	#10	1	1142138002	900000000000011006	900000000000451002
20761000003021	20220731	1	999991001000101	775499000	#1	0	1142139005	900000000000011006	900000000000451002
21251000003022	20220731	1	999991001000101	1201764003	#1	0	1142139005	900000000000011006	900000000000451002
21301000003028	20220731	1	999991001000101	1201764003	#100	1	1142135004	900000000000011006	900000000000451002
21311000003026	20220731	1	999991001000101	1201764003	#1	1	1142136003	900000000000011006	900000000000451002
21421000003029	20220731	1	999991001000101	332385005	#1	0	1142139005	900000000000011006	900000000000451002
21471000003025	20220731	1	999991001000101	332385005	#1	1	1142137007	900000000000011006	900000000000451002
21481000003028	20220731	1	999991001000101	332385005	#50	1	1142138002	900000000000011006	900000000000451002
21871000003027	20220731	1	999991001000101	324334008	#1	0	1142139005	900000000000011006	900000000000451002
21921000003023	20220731	1	999991001000101	324334008	#125	1	1142135004	900000000000011006	900000000000451002
21931000003020	20220731	1	999991001000101	324334008	#1	1	1142136003	900000000000011006	900000000000451002
22031000003026	20220731	1	999991001000101	329402002	#1	0	1142139005	900000000000011006	900000000000451002
22081000003027	20220731	1	999991001000101	329402002	#10	1	1142135004	900000000000011006	900000000000451002
22091000003025	20220731	1	999991001000101	329402002	#1	1	1142136003	900000000000011006	900000000000451002
22641000003029	20220731	1	999991001000101	776954006	#1	0	1142139005	900000000000011006	900000000000451002
22711000003023	20220731	1	999991001000101	776931002	#1	0	1142139005	900000000000011006	900000000000451002
22771000003026	20220731	1	999991001000101	1179077008	#1	0	1142139005	900000000000011006	900000000000451002
22901000003023	20220731	1	999991001000101	1204422003	#1	0	1142139005	900000000000011006	900000000000451002
22951000003024	20220731	1	999991001000101	1204422003	#100000	1	1142135004	900000000000011006	900000000000451002
22961000003022	20220731	1	999991001000101	1204422003	#1	1	1142136003	900000000000011006	900000000000451002
24311000003028	20220731	1	999991001000101	777453001	#1	0	1142139005	900000000000011006	900000000000451002
24341000003027	20220731	1	999991001000101	775851008	#1	0	1142139005	900000000000011006	900000000000451002
24981000003021	20220731	1	999991001000101	409209003	#1	0	1142139005	900000000000011006	900000000000451002
25031000003022	20220731	1	999991001000101	409209003	#125	1	1142135004	900000000000011006	900000000000451002
25041000003026	20220731	1	999991001000101	409209003	#1	1	1142136003	900000000000011006	900000000000451002
25301000003026	20220731	1	999991001000101	323739006	#1	0	1142139005	900000000000011006	900000000000451002
25351000003025	20220731	1	999991001000101	323739006	#1	1	1142135004	900000000000011006	900000000000451002
25361000003027	20220731	1	999991001000101	323739006	#1	1	1142136003	900000000000011006	900000000000451002
25531000003029	20220731	1	999991001000101	371666007	#1	0	1142139005	900000000000011006	900000000000451002
25581000003025	20220731	1	999991001000101	371666007	#250	1	1142135004	900000000000011006	900000000000451002
25591000003028	20220731	1	999991001000101	371666007	#1	1	1142136003	900000000000011006	900000000000451002
25811000003022	20220731	1	999991001000101	775324002	#1	0	1142139005	900000000000011006	900000000000451002
26171000003029	20220731	1	999991001000101	321574000	#1	0	1142139005	900000000000011006	900000000000451002
26221000003024	20220731	1	999991001000101	321574000	#100	1	1142135004	900000000000011006	900000000000451002
26231000003021	20220731	1	999991001000101	321574000	#1	1	1142136003	900000000000011006	900000000000451002
26951000003023	20220731	1	999991001000101	782005008	#1	0	1142139005	900000000000011006	900000000000451002
27001000003021	20220731	1	999991001000101	782005008	#1	1	1142137007	900000000000011006	900000000000451002
27011000003023	20220731	1	999991001000101	782005008	#10	1	1142138002	900000000000011006	900000000000451002
27511000003026	20220731	1	999991001000101	1193667009	#1	0	1142139005	900000000000011006	900000000000451002
27561000003029	20220731	1	999991001000101	1193667009	#125	1	1142135004	900000000000011006	900000000000451002
27571000003023	20220731	1	999991001000101	1193667009	#1	1	1142136003	900000000000011006	900000000000451002
27881000003022	20220731	1	999991001000101	1148438000	#1	0	1142139005	900000000000011006	900000000000451002
27931000003027	20220731	1	999991001000101	1148438000	#1	1	1142137007	900000000000011006	900000000000451002
27941000003023	20220731	1	999991001000101	1148438000	#10	1	1142138002	900000000000011006	900000000000451002
28101000003023	20220731	1	999991001000101	1153642004	#1	0	1142139005	900000000000011006	900000000000451002
28151000003024	20220731	1	999991001000101	1153642004	#1	1	1142137007	900000000000011006	900000000000451002
28161000003022	20220731	1	999991001000101	1153642004	#8000	1	1142138002	900000000000011006	900000000000451002
29021000003023	20220731	1	999991001000101	781853006	#1	0	1142139005	900000000000011006	900000000000451002
29071000003022	20220731	1	999991001000101	781853006	#1	1	1142137007	900000000000011006	900000000000451002
29081000003024	20220731	1	999991001000101	781853006	#200	1	1142138002	900000000000011006	900000000000451002
30021000003027	20220731	1	999991001000101	1145255000	#1	0	1142139005	900000000000011006	900000000000451002
30071000003028	20220731	1	999991001000101	1145255000	#1	1	1142137007	900000000000011006	900000000000451002
30081000003026	20220731	1	999991001000101	1145255000	#1	1	1142138002	900000000000011006	900000000000451002
30581000003022	20220731	1	999991001000101	324767009	#1	0	1142139005	900000000000011006	900000000000451002
30631000003024	20220731	1	999991001000101	324767009	#250	1	1142135004	900000000000011006	900000000000451002
30641000003028	20220731	1	999991001000101	324767009	#1	1	1142136003	900000000000011006	900000000000451002
30931000003029	20220731	1	999991001000101	981000221107	#1	0	1142139005	900000000000011006	900000000000451002
31111000003026	20220731	1	999991001000101	370184002	#1	0	1142139005	900000000000011006	900000000000451002
31161000003029	20220731	1	999991001000101	370184002	#1	1	1142137007	900000000000011006	900000000000451002
31171000003023	20220731	1	999991001000101	370184002	#66.7	1	1142138002	900000000000011006	900000000000451002
31231000003026	20220731	1	999991001000101	424254006	#1	0	1142139005	900000000000011006	900000000000451002
31281000003027	20220731	1	999991001000101	424254006	#50	1	1142135004	900000000000011006	900000000000451002
31291000003025	20220731	1	999991001000101	424254006	#1	1	1142136003	900000000000011006	900000000000451002
31481000003026	20220731	1	999991001000101	774722005	#1	0	1142139005	900000000000011006	900000000000451002
32351000003021	20220731	1	999991001000101	785988004	#1	0	1142139005	900000000000011006	900000000000451002
32401000003028	20220731	1	999991001000101	785988004	#1	1	1142137007	900000000000011006	900000000000451002
32411000003026	20220731	1	999991001000101	785988004	#10	1	1142138002	900000000000011006	900000000000451002
32551000003028	20220731	1	999991001000101	376209006	#1	0	1142139005	900000000000011006	900000000000451002
32601000003025	20220731	1	999991001000101	376209006	#25	1	1142135004	900000000000011006	900000000000451002
32611000003028	20220731	1	999991001000101	376209006	#1	1	1142136003	900000000000011006	900000000000451002
33011000003026	20220731	1	999991001000101	1193766006	#2	0	1142139005	900000000000011006	900000000000451002
33061000003029	20220731	1	999991001000101	1193766006	#2	1	1142135004	900000000000011006	900000000000451002
33071000003023	20220731	1	999991001000101	1193766006	#1	1	1142136003	900000000000011006	900000000000451002
33121000003023	20220731	1	999991001000101	1193766006	#500	2	1142135004	900000000000011006	900000000000451002
33131000003020	20220731	1	999991001000101	1193766006	#1	2	1142136003	900000000000011006	900000000000451002
33211000003020	20220731	1	999991001000101	784932004	#1	0	1142139005	900000000000011006	900000000000451002
33261000003022	20220731	1	999991001000101	784932004	#1	1	1142137007	900000000000011006	900000000000451002
33271000003028	20220731	1	999991001000101	784932004	#5	1	1142138002	900000000000011006	900000000000451002
33461000003021	20220731	1	999991001000101	774553005	#1	0	1142139005	900000000000011006	900000000000451002
33661000003024	20220731	1	999991001000101	1137312001	#1	0	1142139005	900000000000011006	900000000000451002
33711000003029	20220731	1	999991001000101	1137312001	#75	1	1142135004	900000000000011006	900000000000451002
33721000003022	20220731	1	999991001000101	1137312001	#1	1	1142136003	900000000000011006	900000000000451002
34211000003023	20220731	1	999991001000101	332784007	#1	0	1142139005	900000000000011006	900000000000451002
34261000003020	20220731	1	999991001000101	332784007	#1	1	1142137007	900000000000011006	900000000000451002
34271000003026	20220731	1	999991001000101	332784007	#20	1	1142138002	900000000000011006	900000000000451002
34811000003024	20220731	1	999991001000101	317574008	#1	0	1142139005	900000000000011006	900000000000451002
34861000003021	20220731	1	999991001000101	317574008	#1	1	1142137007	900000000000011006	900000000000451002
34871000003027	20220731	1	999991001000101	317574008	#670	1	1142138002	900000000000011006	900000000000451002
35051000003026	20220731	1	999991001000101	775546009	#1	0	1142139005	900000000000011006	900000000000451002
35441000003024	20220731	1	999991001000101	776782005	#1	0	1142139005	900000000000011006	900000000000451002
35681000003027	20220731	1	999991001000101	781990008	#1	0	1142139005	900000000000011006	900000000000451002
35731000003023	20220731	1	999991001000101	781990008	#1	1	1142137007	900000000000011006	900000000000451002
35741000003027	20220731	1	999991001000101	781990008	#166.667	1	1142138002	900000000000011006	900000000000451002
35791000003024	20220731	1	999991001000101	1204425001	#1	0	1142139005	900000000000011006	900000000000451002
35841000003021	20220731	1	999991001000101	1204425001	#50000	1	1142135004	900000000000011006	900000000000451002
35851000003024	20220731	1	999991001000101	1204425001	#1	1	1142136003	900000000000011006	900000000000451002
36291000003020	20220731	1	999991001000101	765661000	#1	0	1142139005	900000000000011006	900000000000451002
36341000003022	20220731	1	999991001000101	765661000	#30	1	1142135004	900000000000011006	900000000000451002
36351000003020	20220731	1	999991001000101	765661000	#1	1	1142136003	900000000000011006	900000000000451002
36451000003026	20220731	1	999991001000101	318649003	#1	0	1142139005	900000000000011006	900000000000451002
36501000003028	20220731	1	999991001000101	318649003	#25	1	1142135004	900000000000011006	900000000000451002
36511000003026	20220731	1	999991001000101	318649003	#1	1	1142136003	900000000000011006	900000000000451002
36961000003024	20220731	1	999991001000101	774864001	#1	0	1142139005	900000000000011006	900000000000451002
37241000003026	20220731	1	999991001000101	1193814007	#1	0	1142139005	900000000000011006	900000000000451002
37291000003023	20220731	1	999991001000101	1193814007	#7.5	1	1142135004	900000000000011006	900000000000451002
37301000003022	20220731	1	999991001000101	1193814007	#1	1	1142136003	900000000000011006	900000000000451002
37361000003021	20220731	1	999991001000101	776178000	#1	0	1142139005	900000000000011006	900000000000451002
37971000003028	20220731	1	999991001000101	323398002	#1	0	1142139005	900000000000011006	900000000000451002
38021000003029	20220731	1	999991001000101	323398002	#600	1	1142135004	900000000000011006	900000000000451002
38031000003027	20220731	1	999991001000101	323398002	#1	1	1142136003	900000000000011006	900000000000451002
38731000003029	20220731	1	999991001000101	1204426000	#1	0	1142139005	900000000000011006	900000000000451002
38781000003025	20220731	1	999991001000101	1204426000	#200000	1	1142135004	900000000000011006	900000000000451002
38791000003028	20220731	1	999991001000101	1204426000	#1	1	1142136003	900000000000011006	900000000000451002
39261000003024	20220731	1	999991001000101	777936004	#1	0	1142139005	900000000000011006	900000000000451002
39331000003020	20220731	1	999991001000101	781967003	#1	0	1142139005	900000000000011006	900000000000451002
39381000003024	20220731	1	999991001000101	781967003	#1	1	1142137007	900000000000011006	900000000000451002
39391000003021	20220731	1	999991001000101	781967003	#20	1	1142138002	900000000000011006	900000000000451002
39631000003029	20220731	1	999991001000101	1149502004	#2	0	1142139005	900000000000011006	900000000000451002
39681000003025	20220731	1	999991001000101	1149502004	#5	1	1142135004	900000000000011006	900000000000451002
39691000003028	20220731	1	999991001000101	1149502004	#1	1	1142136003	900000000000011006	900000000000451002
39741000003025	20220731	1	999991001000101	1149502004	#40	2	1142135004	900000000000011006	900000000000451002
39751000003027	20220731	1	999991001000101	1149502004	#1	2	1142136003	900000000000011006	900000000000451002
40281000003024	20220731	1	999991001000101	782103004	#1	0	1142139005	900000000000011006	900000000000451002
40331000003027	20220731	1	999991001000101	782103004	#1	1	1142137007	900000000000011006	900000000000451002
40341000003023	20220731	1	999991001000101	782103004	#84	1	1142138002	900000000000011006	900000000000451002
40681000003022	20220731	1	999991001000101	777392007	#1	0	1142139005	900000000000011006	900000000000451002
40961000003020	20220731	1	999991001000101	776990004	#3	0	1142139005	900000000000011006	900000000000451002
41231000003025	20220731	1	999991001000101	1172357008	#1	0	1142139005	900000000000011006	900000000000451002
41281000003026	20220731	1	999991001000101	1172357008	#60	1	1142135004	900000000000011006	900000000000451002
