id_ampp	codigo_obm	nome_ampp	vmpp_nome	amp_nome	tarja	numero_registro_sanitario	data_registro	uso_hospitalar	uso_farmacia_pop	codigo_barras1	codigo_barras2	codigo_barras3
620165	@brasil18986135587	Ablok Plus 100 mg + 25 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 30 comprimidos	Atenolol 100 mg + Clortalidona 25 mg comprimido x 30 comprimidos	Ablok Plus 100 mg + 25 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620166	@brasil19650248426	Ablok Plus 100 mg + 25 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 60 comprimidos	Atenolol 100 mg + Clortalidona 25 mg comprimido x 60 comprimidos	Ablok Plus 100 mg + 25 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620167	@brasil11292835678	Ablok Plus 100 mg + 25 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 90 comprimidos	Atenolol 100 mg + Clortalidona 25 mg comprimido x 90 comprimidos	Ablok Plus 100 mg + 25 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620168	@brasil17513433420	Ablok Plus 25 mg + 12,5 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 30 comprimidos (3 blisters x 10)	Atenolol 25 mg + Clortalidona 12,5 mg comprimido x 30 comprimidos	Ablok Plus 25 mg + 12,5 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620169	@brasil13688660377	Ablok Plus 25 mg + 12,5 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 60 comprimidos	Atenolol 25 mg + Clortalidona 12,5 mg comprimido x 60 comprimidos	Ablok Plus 25 mg + 12,5 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620170	@brasil15903001934	Ablok Plus 25 mg + 12,5 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 90 comprimidos	Atenolol 25 mg + Clortalidona 12,5 mg comprimido x 90 comprimidos	Ablok Plus 25 mg + 12,5 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620171	@brasil18449028848	Ablok Plus 50 mg + 12,5 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 30 comprimidos	Atenolol 50 mg + Clortalidona 12,5 mg comprimido x 30 comprimidos	Ablok Plus 50 mg + 12,5 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620172	@brasil14536138747	Ablok Plus 50 mg + 12,5 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 60 comprimidos	Atenolol 50 mg + Clortalidona 12,5 mg comprimido x 60 comprimidos	Ablok Plus 50 mg + 12,5 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620173	@brasil17333607501	Ablok Plus 50 mg + 12,5 mg comprimido (Biolab Sanus Farmacêutica Ltda) x 90 comprimidos	Atenolol 50 mg + Clortalidona 12,5 mg comprimido x 90 comprimidos	Ablok Plus 50 mg + 12,5 mg comprimido 	Medicamentos de tarja vermelha	1,0974E+12	28/06/1999 21:00					
620174	@brasil13059621575	Acarsan 250 mg/mL emulsão (Biosintética Farmacêutica Ltda) x 80 mL	Benzoato de Benzila 250 mg/mL emulsão x 80 mL	Acarsan 250 mg/mL emulsão 	Medicamentos sem tarja / Medicamentos isentos de prescrição (MIP)	1,1213E+12	10/08/1984 21:00					
620175	@brasil13297285681	Accolate 20 mg comprimido (Astrazeneca Do Brasil Ltda) x 28 comprimidos (2 blisters x 14)	Zafirlucaste 20 mg comprimido x 28 comprimidos	Accolate 20 mg comprimido 	Medicamentos de tarja vermelha	1,1618E+12	04/02/1998 21:00					
620176	@brasil17307563987	Acebrofilina 10 mg/mL xarope (Biosintética Farmacêutica Ltda) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,1213E+12	20/06/2004 21:00					
620177	@brasil16645963205	Acebrofilina 10 mg/mL xarope (Cimed Indústria de Medicamentos Ltda) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,4381E+12	24/02/2009 21:00					
620178	@brasil11307124374	Acebrofilina 10 mg/mL xarope (Cimed Indústria de Medicamentos Ltda) x 6 L (50 frascos x 120 mL)	Acebrofilina 10 mg/mL xarope x 6 L	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,4381E+12	24/02/2009 21:00					
620179	@brasil16597732561	Acebrofilina 10 mg/mL xarope (Ems S/A) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,02351E+12	03/02/2004 21:00					
620180	@brasil19067289994	Acebrofilina 10 mg/mL xarope (Eurofarma Laboratórios S.A) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,00431E+12	21/02/2002 21:00					
620181	@brasil15543252596	Acebrofilina 10 mg/mL xarope (Geolab Indústria Farmacêutica S/A) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,5423E+12	18/05/2008 21:00					
620182	@brasil10514393308	Acebrofilina 10 mg/mL xarope (Geolab Indústria Farmacêutica S/A) x 7,2 L (60 frascos x 120 mL)	Acebrofilina 10 mg/mL xarope x 7,2 L	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,5423E+12	18/05/2008 21:00					
620183	@brasil15942209059	Acebrofilina 10 mg/mL xarope (Germed Farmaceutica Ltda) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,0583E+12	25/05/2004 21:00					
620184	@brasil18167865682	Acebrofilina 10 mg/mL xarope (Laboratório Teuto Brasileiro S/A) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,037E+12	11/04/2005 21:00					
620185	@brasil13012701544	Acebrofilina 10 mg/mL xarope (Legrand Pharma Indústria Farmacêutica Ltda) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,6773E+12	20/03/2011 21:00					
620186	@brasil10559910982	Acebrofilina 10 mg/mL xarope (Medley Farmacêutica Ltda) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,8326E+12	19/04/2015 21:00					
620187	@brasil13761450585	Acebrofilina 10 mg/mL xarope (Nova Quimica Farmacêutica S/A) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,2675E+12	25/09/2006 21:00					
620188	@brasil17127520288	Acebrofilina 10 mg/mL xarope (Prati Donaduzzi & Cia Ltda) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,2568E+12	18/03/2007 21:00					
620189	@brasil14353249997	Acebrofilina 10 mg/mL xarope (Prati Donaduzzi & Cia Ltda) x 6 L (50 frascos x 120 mL)	Acebrofilina 10 mg/mL xarope x 6 L	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,2568E+12	18/03/2007 21:00					
620190	@brasil10383689430	Acebrofilina 10 mg/mL xarope (União Química Farmacêutica Nacional S/A) x 120 mL	Acebrofilina 10 mg/mL xarope x 120 mL	Acebrofilina 10 mg/mL xarope 	Medicamentos de tarja vermelha	1,04971E+12	23/08/2005 21:00					
620191	@brasil18858697467	Acebrofilina 5 mg/mL xarope (Biosintética Farmacêutica Ltda) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,1213E+12	20/06/2004 21:00					
620192	@brasil13142419356	Acebrofilina 5 mg/mL xarope (Cimed Indústria de Medicamentos Ltda) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,4381E+12	24/02/2009 21:00					
620193	@brasil19136004687	Acebrofilina 5 mg/mL xarope (Cimed Indústria de Medicamentos Ltda) x 6 L (50 frascos x 120 mL)	Acebrofilina 5 mg/mL xarope x 6 L	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,4381E+12	24/02/2009 21:00					
620194	@brasil16252765678	Acebrofilina 5 mg/mL xarope (Ems S/A) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,02351E+12	03/02/2004 21:00					
620195	@brasil13855814637	Acebrofilina 5 mg/mL xarope (Eurofarma Laboratórios S.A) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,00431E+12	21/02/2002 21:00					
620196	@brasil10520776463	Acebrofilina 5 mg/mL xarope (Geolab Indústria Farmacêutica S/A) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,5423E+12	18/05/2008 21:00					
620197	@brasil11036438708	Acebrofilina 5 mg/mL xarope (Geolab Indústria Farmacêutica S/A) x 7,2 L (60 frascos x 120 mL)	Acebrofilina 5 mg/mL xarope x 7,2 L	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,5423E+12	18/05/2008 21:00					
620198	@brasil13619864463	Acebrofilina 5 mg/mL xarope (Germed Farmaceutica Ltda) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,0583E+12	25/05/2004 21:00					
620199	@brasil14990006502	Acebrofilina 5 mg/mL xarope (Laboratório Teuto Brasileiro S/A) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,037E+12	11/04/2005 21:00					
620200	@brasil14090439428	Acebrofilina 5 mg/mL xarope (Legrand Pharma Indústria Farmacêutica Ltda) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,6773E+12	20/03/2011 21:00					
620201	@brasil15482177942	Acebrofilina 5 mg/mL xarope (Medley Farmacêutica Ltda) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,8326E+12	19/04/2015 21:00					
620202	@brasil15139571738	Acebrofilina 5 mg/mL xarope (Nova Quimica Farmacêutica S/A) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,2675E+12	25/09/2006 21:00					
620203	@brasil19251325174	Acebrofilina 5 mg/mL xarope (Prati Donaduzzi & Cia Ltda) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,2568E+12	18/03/2007 21:00					
620204	@brasil10837910966	Acebrofilina 5 mg/mL xarope (Prati Donaduzzi & Cia Ltda) x 6 L (50 frascos x 120 mL)	Acebrofilina 5 mg/mL xarope x 6 L	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,2568E+12	18/03/2007 21:00					
620205	@brasil16435579615	Acebrofilina 5 mg/mL xarope (União Química Farmacêutica Nacional S/A) x 120 mL	Acebrofilina 5 mg/mL xarope x 120 mL	Acebrofilina 5 mg/mL xarope 	Medicamentos de tarja vermelha	1,04971E+12	23/08/2005 21:00					
620206	@brasil19664165487	Aceclo-Gran 100 mg comprimido (Legrand Pharma Indústria Farmacêutica Ltda) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclo-Gran 100 mg comprimido	Medicamentos de tarja vermelha	1,6773E+12	01/02/2009 21:00					
620207	@brasil19014088899	Aceclofenaco 100 mg comprimido (EMS S/A) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,02351E+12	04/12/2011 21:00					
620208	@brasil16077948347	Aceclofenaco 100 mg comprimido (Germed Farmacêutica Ltda) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,05831E+12	11/12/2011 21:00					
620209	@brasil13347475344	Aceclofenaco 100 mg comprimido (Germed Farmacêutica Ltda) x 24 comprimidos	Aceclofenaco 100 mg comprimido x 24 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,05831E+12	11/12/2011 21:00					
620210	@brasil18503531987	Aceclofenaco 100 mg comprimido (Legrand Pharma Indústria Farmacêutica Ltda) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,6773E+12	11/12/2011 21:00					
620211	@brasil12475234215	Aceclofenaco 100 mg comprimido (Multilab Indústria e Comércio de Produtos Farmacêuticos Ltda) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,1819E+12	15/11/2009 21:00					
620212	@brasil16865575420	Aceclofenaco 100 mg comprimido (Nova Química Farmacêutica S/A) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,2675E+12	13/05/2012 21:00					
620213	@brasil16902174768	Aceclofenaco 100 mg comprimido (Nova Química Farmacêutica S/A) x 24 comprimidos	Aceclofenaco 100 mg comprimido x 24 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,2675E+12	13/05/2012 21:00					
620214	@brasil13914147887	Aceclofenaco 100 mg comprimido (Ranbaxy Farmacêutica Ltda) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,2352E+12	14/08/2002 21:00					
620215	@brasil18864215441	Aceclofenaco 100 mg comprimido (Ranbaxy Farmacêutica Ltda) x 24 comprimidos	Aceclofenaco 100 mg comprimido x 24 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,2352E+12	14/08/2002 21:00					
620219	@brasil12578633857	Aceclofenaco 100 mg comprimido (Vitamedic Indústria Farmacêutica Ltda) x 12 comprimidos	Aceclofenaco 100 mg comprimido x 12 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,0392E+12	03/11/2013 21:00					
620220	@brasil16300523266	Aceclofenaco 100 mg comprimido (Vitamedic Indústria Farmacêutica Ltda) x 16 comprimidos	Aceclofenaco 100 mg comprimido x 16 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,0392E+12	03/11/2013 21:00					
620221	@brasil13766715072	Aceclofenaco 100 mg comprimido (Vitamedic Indústria Farmacêutica Ltda) x 24 comprimidos	Aceclofenaco 100 mg comprimido x 24 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,0392E+12	03/11/2013 21:00					
620225	@brasil19932005869	Aceclofenaco 100 mg comprimido (Vitamedic Indústria Farmacêutica Ltda) x 480 comprimidos	Aceclofenaco 100 mg comprimido x 480 comprimidos	Aceclofenaco 100 mg comprimido	Medicamentos de tarja vermelha	1,0392E+12	03/11/2013 21:00					
627197	@brasil19288875243	Aceclofenaco 15 mg/g creme (Ems S/A) x 30 g	Aceclofenaco 15 mg/g creme x 30 g	Aceclofenaco 15 mg/g creme 	Medicamentos sem tarja / Medicamentos isentos de prescrição (MIP)	1,02351E+12	11/03/2007 21:00					
627199	@brasil11877905661	Aceclofenaco 15 mg/g creme (Germed Farmaceutica Ltda) x 30 g	Aceclofenaco 15 mg/g creme x 30 g	Aceclofenaco 15 mg/g creme 	Medicamentos sem tarja / Medicamentos isentos de prescrição (MIP)	1,05831E+12	11/03/2007 21:00					
625174	@brasil18102896731	Aceratum 100 mg/mL solução otológica (Instituto Terapêutico Delta Ltda.) x 10 mL	Peróxido de Uréia 100 mg/mL solução otológica x 10 mL	Aceratum 100 mg/mL solução otológica	Medicamentos sem tarja / Medicamentos isentos de prescrição (MIP)	1,044E+12	04/06/1970 21:00					
620232	@brasil18359884439	Acertanlo 14 mg + 10 mg comprimido (Laboratórios Servier Do Brasil Ltda) x 10 comprimidos	Perindopril Arginina 14 mg + Anlodipino 10 mg comprimido x 10 comprimidos	Acertanlo 14 mg + 10 mg comprimido 	Medicamentos de tarja vermelha	1,1278E+12	29/01/2017 21:00					
620233	@brasil12003404899	Acertanlo 14 mg + 10 mg comprimido (Laboratórios Servier Do Brasil Ltda) x 15 comprimidos	Perindopril Arginina 14 mg + Anlodipino 10 mg comprimido x 15 comprimidos	Acertanlo 14 mg + 10 mg comprimido 	Medicamentos de tarja vermelha	1,1278E+12	29/01/2017 21:00					
620234	@brasil14937371484	Acertanlo 14 mg + 10 mg comprimido (Laboratórios Servier Do Brasil Ltda) x 30 comprimidos	Perindopril Arginina 14 mg + Anlodipino 10 mg comprimido x 30 comprimidos	Acertanlo 14 mg + 10 mg comprimido 	Medicamentos de tarja vermelha	1,1278E+12	29/01/2017 21:00					
620235	@brasil18676643033	Acertanlo 3,5 mg + 2,5 mg comprimido (Laboratórios Servier Do Brasil Ltda) x 10 comprimidos	Perindopril Arginina 3,5 mg + Anlodipino 2,5 mg comprimido x 10 comprimidos	Acertanlo 3,5 mg + 2,5 mg comprimido 	Medicamentos de tarja vermelha	1,1278E+12	29/01/2017 21:00					
620236	@brasil18571101023	Acertanlo 3,5 mg + 2,5 mg comprimido (Laboratórios Servier Do Brasil Ltda) x 15 comprimidos	Perindopril Arginina 3,5 mg + Anlodipino 2,5 mg comprimido x 15 comprimidos	Acertanlo 3,5 mg + 2,5 mg comprimido 	Medicamentos de tarja vermelha	1,1278E+12	29/01/2017 21:00					
