id	effectiveTime	active	moduleId	refsetId	referencedComponentId	owlExpression
80270812-f06f-4091-b801-614042895d8a	20220731	1	999991001000101	733073007	22341001	SubClassOf(:22341001 ObjectIntersectionOf(:12856003 :396339007))
802e9f6e-8f0f-4ed9-8ae3-e2e75bc8ed27	20220731	1	999991001000101	733073007	280928005	SubClassOf(:280928005 :85003000)
8038cae8-e21f-4c24-a175-a3be1b5c5c57	20220731	1	999991001000101	733073007	165995007	SubClassOf(:165995007 :252404004)
803cf5c2-0b8c-44b0-a5aa-a2c8bcf2f301	20220731	1	999991001000101	733073007	450541008	SubClassOf(:450541008 :36094007)
803e2dd1-22ad-48d5-8406-a478c0921da7	20220731	1	999991001000101	733073007	777727005	EquivalentClasses(:777727005 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:127489000 :387309008)) DataHasValue(:1142139005 "1"^^xsd:integer)))
8045ef13-68e7-4a02-8827-8ae921db0554	20220731	1	999991001000101	733073007	174776001	EquivalentClasses(:174776001 ObjectIntersectionOf(:71388002 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:260686004 :129304002) ObjectSomeValuesFrom(:405813007 :181279003)))))
80461f56-9095-41eb-bf79-f9146de434bb	20220731	1	999991001000101	733073007	113858008	SubClassOf(:113858008 ObjectIntersectionOf(:116488003 :415533006))
804e66a3-f369-4ba1-ae73-dd1a0d0d38a7	20220731	1	999991001000101	733073007	45120003	SubClassOf(:45120003 :41175001)
804e7cb1-8731-4f11-82fa-e2bdc6d22ee2	20220731	1	999991001000101	733073007	714594000	SubClassOf(:714594000 :411115002)
805244f4-b0e4-40b2-af27-b73fa34ecb8e	20220731	1	999991001000101	733073007	784576003	SubClassOf(:784576003 ObjectIntersectionOf(:736542009 ObjectSomeValuesFrom(:736472000 :738993004) ObjectSomeValuesFrom(:736474004 :738945005) ObjectSomeValuesFrom(:736475003 :736847009)))
805779e7-7834-4c88-9911-34dfbb59b313	20220731	1	999991001000101	733073007	89689008	EquivalentClasses(:89689008 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :127561000) ObjectSomeValuesFrom(:246454002 :255399007) ObjectSomeValuesFrom(:363698007 :49076000) ObjectSomeValuesFrom(:370135005 :308490002)))))
80622e95-e94e-410b-bdb5-eab4ac80b961	20220731	1	999991001000101	733073007	80515008	EquivalentClasses(:80515008 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :442021009) ObjectSomeValuesFrom(:363698007 :181268008)))))
8064d2a6-c26b-45fa-879a-1904520712e8	20220731	1	999991001000101	733073007	608923007	SubClassOf(:608923007 ObjectIntersectionOf(:103551003 :35029001))
8065c83a-3dff-4ad6-a6dc-9c3abb235181	20220731	1	999991001000101	733073007	312081001	SubClassOf(:312081001 :312079003)
80684a1b-ff0d-4d7f-9df1-391595c75bd9	20220731	1	999991001000101	733073007	431855005	SubClassOf(:431855005 ObjectIntersectionOf(:709044004 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:263502005 :90734009))))
806caa3f-6397-414f-83d4-337295909a29	20220731	1	999991001000101	733073007	359532006	SubClassOf(:359532006 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :127954009))))
807238bb-c01d-453a-a200-047d41173ac7	20220731	1	999991001000101	733073007	16607004	SubClassOf(:16607004 ObjectIntersectionOf(:363681007 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :36850000) ObjectSomeValuesFrom(:246454002 :1156670009) ObjectSomeValuesFrom(:363698007 :55460000))) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363714003 :364320009)) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:42752001 :789750003))))
80739c99-1a91-417d-98b4-3b768ff34396	20220731	1	999991001000101	733073007	19063003	EquivalentClasses(:19063003 ObjectIntersectionOf(:71388002 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:260686004 :257903006) ObjectSomeValuesFrom(:405813007 :49076000)))))
8074d0bf-41cc-4841-a86c-2282cb2244fb	20220731	1	999991001000101	733073007	73416001	SubClassOf(:73416001 :57617002)
80798e72-7f48-4408-a0c7-7046f81ea53e	20220731	1	999991001000101	733073007	81608000	SubClassOf(:81608000 :193462001)
807e9081-4bf5-4570-bcd9-98882f7ee83e	20220731	1	999991001000101	733073007	5052009	SubClassOf(:5052009 :127575007)
807ecc71-6211-4c6f-bca1-b26f56309371	20220731	1	999991001000101	733073007	10399008	SubClassOf(:10399008 :75598001)
8083a540-0f1b-4669-9184-743c74cc3d10	20220731	1	999991001000101	733073007	14893008	EquivalentClasses(:14893008 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :48333001) ObjectSomeValuesFrom(:363698007 :85562004))) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:42752001 :773760007))))
8084a841-63f6-4282-a2e8-5337bb178192	20220731	1	999991001000101	733073007	817956002	SubClassOf(:817956002 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :409774005) ObjectSomeValuesFrom(:363698007 :39937001)))))
8085b708-6981-4e85-b8c5-9998d7205e58	20220731	1	999991001000101	733073007	91686002	SubClassOf(:91686002 ObjectIntersectionOf(:362897009 :87176006))
80888154-58be-466c-8fd0-b7f73ab0119d	20220731	1	999991001000101	733073007	385658003	SubClassOf(:385658003 :385656004)
8088fc2d-eb1f-4a58-98cf-807089fb4d18	20220731	1	999991001000101	733073007	408732007	SubObjectPropertyOf(:408732007 :762705008)
80899cc3-a248-49d5-a3b8-3ebfc4d69afb	20220731	1	999991001000101	733073007	415618008	SubClassOf(:415618008 :9861002)
80945ee9-6ec1-4203-b32b-aca4cdb4dc40	20220731	1	999991001000101	733073007	69695003	SubClassOf(:69695003 ObjectIntersectionOf(:302184004 :302185003 :312534007 :49596003 :699602007))
809966f8-8f52-4960-b628-39d11431e39b	20220731	1	999991001000101	733073007	79604008	EquivalentClasses(:79604008 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :76752008))))
8099bbb3-ed68-4653-94a9-789d26e26e31	20220731	1	999991001000101	733073007	50049003	SubClassOf(:50049003 ObjectIntersectionOf(:118677009 :42034009))
809bfb16-ef57-4f87-a2a6-335be754fadd	20220731	1	999991001000101	733073007	324334008	EquivalentClasses(:324334008 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:411116001 :420692007) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:732943007 :372735009) ObjectSomeValuesFrom(:732945000 :258684004) ObjectSomeValuesFrom(:732947008 :732937005) ObjectSomeValuesFrom(:762949000 :66509009) DataHasValue(:1142135004 "125"^^xsd:decimal) DataHasValue(:1142136003 "1"^^xsd:decimal))) ObjectSomeValuesFrom(:763032000 :732937005) DataHasValue(:1142139005 "1"^^xsd:integer)))
80a18d02-c2ad-4617-8f0c-6fc705324ebe	20220731	1	999991001000101	733073007	369462000	EquivalentClasses(:369462000 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :32416003) ObjectSomeValuesFrom(:363698007 :76752008)))))
80a2d66b-55c7-4727-aa3c-2a586e315d05	20220731	1	999991001000101	733073007	726758002	SubClassOf(:726758002 :22836000)
80a6bc4f-d438-4743-82ec-51b033b42212	20220731	1	999991001000101	733073007	321599004	EquivalentClasses(:321599004 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:411116001 :421026006) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:732943007 :386840002) ObjectSomeValuesFrom(:732945000 :258684004) ObjectSomeValuesFrom(:732947008 :732936001) ObjectSomeValuesFrom(:762949000 :386840002) DataHasValue(:1142135004 "6"^^xsd:decimal) DataHasValue(:1142136003 "1"^^xsd:decimal))) ObjectSomeValuesFrom(:763032000 :732936001) DataHasValue(:1142139005 "1"^^xsd:integer)))
80a80abc-5860-4bec-ab10-5aa3ba8ca587	20220731	1	999991001000101	733073007	426654002	SubClassOf(:426654002 :52584002)
80a9a434-82d7-48d6-b59b-95eb4639ac3b	20220731	1	999991001000101	733073007	329714006	EquivalentClasses(:329714006 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:411116001 :420692007) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:732943007 :373513008) ObjectSomeValuesFrom(:732945000 :258684004) ObjectSomeValuesFrom(:732947008 :732937005) ObjectSomeValuesFrom(:762949000 :373513008) DataHasValue(:1142135004 "25"^^xsd:decimal) DataHasValue(:1142136003 "1"^^xsd:decimal))) ObjectSomeValuesFrom(:763032000 :732937005) DataHasValue(:1142139005 "1"^^xsd:integer)))
80ae7ac4-10bc-4e85-bb13-c5016cdf5126	20220731	1	999991001000101	733073007	324602005	EquivalentClasses(:324602005 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:411116001 :385024007) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:732943007 :372840008) ObjectSomeValuesFrom(:733722007 :258773002) ObjectSomeValuesFrom(:733725009 :258684004) ObjectSomeValuesFrom(:762949000 :372840008) DataHasValue(:1142137007 "1"^^xsd:decimal) DataHasValue(:1142138002 "50"^^xsd:decimal))) DataHasValue(:1142139005 "1"^^xsd:integer)))
80b4e989-45b3-4aac-b9cb-bdf35249a281	20220731	1	999991001000101	733073007	198436008	SubClassOf(:198436008 :21801002)
80b50832-3a6d-4e12-90cf-32c20cb5be38	20220731	1	999991001000101	733073007	407479009	SubClassOf(:407479009 :407477006)
80c22366-dd63-475d-88e1-13c94c331d65	20220731	1	999991001000101	733073007	234428005	SubClassOf(:234428005 ObjectIntersectionOf(:234414004 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:370135005 :769247005))))
80caa803-4031-4772-b99c-ab90b7718111	20220731	1	999991001000101	733073007	50016007	SubClassOf(:50016007 ObjectIntersectionOf(:31749008 :60413009 :771314001))
80cdb72e-7d3f-45bd-946a-d5d4a962ad58	20220731	1	999991001000101	733073007	708324006	SubClassOf(:708324006 :103474001)
80cfd013-7fb1-4976-b199-0d7767c9725a	20220731	1	999991001000101	733073007	185086009	EquivalentClasses(:185086009 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :26036001) ObjectSomeValuesFrom(:363698007 :955009))) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :84499006) ObjectSomeValuesFrom(:363698007 :955009))) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:263502005 :90734009))))
80d17871-a5b7-4acd-8a77-c796489600ed	20220731	1	999991001000101	733073007	776941004	EquivalentClasses(:776941004 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:127489000 :126102009)) DataHasValue(:1142139005 "1"^^xsd:integer)))
80d421b3-fd1d-48fb-935e-cea8a3cdb571	20220731	1	999991001000101	733073007	322927002	EquivalentClasses(:322927002 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:411116001 :414951009) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:732943007 :373505007) ObjectSomeValuesFrom(:733722007 :258773002) ObjectSomeValuesFrom(:733725009 :258684004) ObjectSomeValuesFrom(:762949000 :373505007) DataHasValue(:1142137007 "1"^^xsd:decimal) DataHasValue(:1142138002 "3"^^xsd:decimal))) DataHasValue(:1142139005 "1"^^xsd:integer)))
80d54862-5101-4e63-b434-8e7a42711330	20220731	1	999991001000101	733073007	188462001	EquivalentClasses(:188462001 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :14799000) ObjectSomeValuesFrom(:363698007 :12738006))) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :14799000) ObjectSomeValuesFrom(:363698007 :2748008)))))
80da4d5a-7f7f-4c49-8181-5b5d96cb319d	20220731	1	999991001000101	733073007	255058005	EquivalentClasses(:255058005 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :108369006) ObjectSomeValuesFrom(:363698007 :51185008)))))
80df59e6-c1f7-4ae0-9388-39be0b251763	20220731	1	999991001000101	733073007	20529002	SubClassOf(ObjectIntersectionOf(:85898001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :25322007) ObjectSomeValuesFrom(:246075003 :105590001) ObjectSomeValuesFrom(:363698007 :74281007)))) :20529002)
80e10780-8e0d-4480-b916-f3ee5fbaaef3	20220731	1	999991001000101	733073007	416679003	SubClassOf(:416679003 :35408001)
80eedfcc-2de0-426d-9596-085e213d5ee3	20220731	1	999991001000101	733073007	782361008	SubClassOf(:782361008 ObjectIntersectionOf(:458059004 :782274000))
80f66535-6061-4864-be7f-d6fbfb5cad02	20220731	1	999991001000101	733073007	80327007	EquivalentClasses(:80327007 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :24811005) ObjectSomeValuesFrom(:363698007 :25342003)))))
80f6ee70-0fdf-49c0-900f-d2d70cf05294	20220731	1	999991001000101	733073007	105601003	SubClassOf(:105601003 ObjectIntersectionOf(:105602005 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:370135005 :769247005))))
80f71428-2332-425a-9627-972bafe3d4a2	20220731	1	999991001000101	733073007	11281008	SubClassOf(:11281008 ObjectIntersectionOf(:1217430000 :28661005))
80f7e339-efbb-48ae-a66a-5a887a44d868	20220731	1	999991001000101	733073007	900000000000452009	SubClassOf(:900000000000452009 :900000000000450001)
80f8ebdc-870e-49ec-a0be-3e7be5db4b75	20220731	1	999991001000101	733073007	396451008	SubClassOf(:396451008 :252281007)
80fd406f-fd1b-41bd-b1c0-01067d84abd6	20220731	1	999991001000101	733073007	68272006	EquivalentClasses(:68272006 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :4532008) ObjectSomeValuesFrom(:363698007 :15924003))) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:263502005 :424124008))))
81010b1a-72b7-47c3-9976-e7a6c5cc126f	20220731	1	999991001000101	733073007	153491000119103	SubClassOf(:153491000119103 ObjectIntersectionOf(:191816009 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:246075003 :410942007))))
8101e9de-d670-40fb-91ee-1602fa66c7c4	20220731	1	999991001000101	733073007	95192000	SubClassOf(:95192000 ObjectIntersectionOf(:269476000 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :55150002) ObjectSomeValuesFrom(:363698007 :254198003)))))
8104a9c0-c48f-412b-9c0c-43adf60be4b5	20220731	1	999991001000101	733073007	65147003	SubClassOf(:65147003 :16356006)
8104e44d-e379-4b17-a98a-b94e7be71afe	20220731	1	999991001000101	733073007	258502009	EquivalentClasses(:258502009 ObjectIntersectionOf(:257261003 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:118171006 :285570007) ObjectSomeValuesFrom(:370133003 :11311000)))))
8105518c-6dc0-4130-9d14-a6fb02183f3f	20220731	1	999991001000101	733073007	116386003	SubClassOf(:116386003 :35408001)
81075f48-33f0-43a4-8573-4549614350f2	20220731	1	999991001000101	733073007	5210005	SubClassOf(:5210005 :45156000)
8109f8ab-161e-4951-8ca1-23a2ceba29ec	20220731	1	999991001000101	733073007	449024000	SubClassOf(:449024000 :442352004)
810c65de-0807-4366-b6e0-755bb2005666	20220731	1	999991001000101	733073007	256507006	SubClassOf(:256507006 :255922001)
810e7863-08eb-4779-86cb-01af479998fc	20220731	1	999991001000101	733073007	12658000	EquivalentClasses(:12658000 ObjectIntersectionOf(:118675001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:260686004 :129284003) ObjectSomeValuesFrom(:363704007 :53065001)))))
810fa1b2-9f32-4247-bc37-305b72b89946	20220731	1	999991001000101	733073007	87644002	SubClassOf(:87644002 ObjectIntersectionOf(:119229005 :415990002 :699885008))
8116635e-956a-4f64-be4f-f80f93a78eb7	20220731	1	999991001000101	733073007	838549008	SubClassOf(:838549008 :112283007)
8118b8cd-970b-486f-a828-b663f7936534	20220731	1	999991001000101	733073007	417513008	SubClassOf(:417513008 :409844008)
811b860d-5423-46d4-adc8-317a66ee56c1	20220731	1	999991001000101	733073007	64479007	EquivalentClasses(:64479007 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :707496003) ObjectSomeValuesFrom(:246075003 :56415008) ObjectSomeValuesFrom(:363698007 :39607008) ObjectSomeValuesFrom(:370135005 :441862004)))))
811c0d0b-c8aa-4646-9e97-f6034c106739	20220731	1	999991001000101	733073007	299902004	SubClassOf(:299902004 ObjectIntersectionOf(:301343009 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:419066007 :419358007))))
8128f316-44b1-4f48-b637-b382cabfbd20	20220731	1	999991001000101	733073007	52454007	SubClassOf(:52454007 :395835001)
812a63de-5d31-44cf-9d96-a72a8550a733	20220731	1	999991001000101	733073007	57104001	SubClassOf(:57104001 ObjectIntersectionOf(:106182000 :251342007))
813074cb-577b-4acc-9c3a-258dd99b71c7	20220731	1	999991001000101	733073007	398420009	SubClassOf(:398420009 ObjectIntersectionOf(:398426003 :398508004))
813a53ec-b1ea-4d8a-8e70-3d6dd0fe449d	20220731	1	999991001000101	733073007	6471006	SubClassOf(:6471006 :102911000)
813e57d8-4f70-47cc-b383-1bb9f4417fb6	20220731	1	999991001000101	733073007	1157043006	SubClassOf(:1157043006 :74532006)
8143d101-7322-4ff0-a5dc-e32043427fc0	20220731	1	999991001000101	733073007	774383000	EquivalentClasses(:774383000 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:127489000 :387398009)) DataHasValue(:1142139005 "1"^^xsd:integer)))
814d023b-74dd-415a-b4e1-e8e7ca1e22e5	20220731	1	999991001000101	733073007	39202005	SubClassOf(:39202005 ObjectIntersectionOf(:232722009 :53088000))
8150332c-3834-43ff-b54c-c58aaa074b4b	20220731	1	999991001000101	733073007	79348005	SubClassOf(:79348005 ObjectIntersectionOf(:117891000119100 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :12738006))))
81529eef-ee80-4f5c-a57d-8da0823e1832	20220731	1	999991001000101	733073007	32858009	SubClassOf(:32858009 :387705004)
8154e94b-21e7-4c78-871b-a35808e13171	20220731	1	999991001000101	733073007	363767003	SubClassOf(:363767003 :9861002)
8158cebc-301d-4970-81c4-341633dd78bd	20220731	1	999991001000101	733073007	407290001	SubClassOf(:407290001 ObjectIntersectionOf(:458082002 :735270003 :782267005))
8159af12-eb70-43cc-a5aa-344d4862330f	20220731	1	999991001000101	733073007	118219009	SubClassOf(ObjectIntersectionOf(:404684003 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :10052007)) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363714003 :76859005))) :118219009)
815d027b-3058-492b-ba46-962925abc0d4	20220731	1	999991001000101	733073007	235675006	SubClassOf(:235675006 ObjectIntersectionOf(:13267003 :253763002 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:363713009 :263654008) ObjectSomeValuesFrom(:363714003 :36735000))) ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :69695003))))
816026d7-c872-41d1-99d3-432c02278bc4	20220731	1	999991001000101	733073007	13094009	EquivalentClasses(:13094009 ObjectIntersectionOf(:106049001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:246454002 :255407002) ObjectSomeValuesFrom(:363698007 :20139000))) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:363713009 :2667000) ObjectSomeValuesFrom(:363714003 :364062005)))))
816145f2-7899-4d30-a91b-20a749d8df6c	20220731	1	999991001000101	733073007	434912009	SubClassOf(:434912009 :364708003)
817389d9-76ad-4a04-82b5-c1001772402e	20220731	1	999991001000101	733073007	128456003	SubClassOf(:128456003 :410613002)
8173c27f-9b82-4fcf-bb8a-cdae9be127d8	20220731	1	999991001000101	733073007	162042000	EquivalentClasses(:162042000 ObjectIntersectionOf(:22253000 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :59380008))))
8175d90c-22dc-4b49-826d-08658afc5d41	20220731	1	999991001000101	733073007	6612003	SubClassOf(:6612003 ObjectIntersectionOf(:830163009 ObjectSomeValuesFrom(:726542003 :768681000) ObjectSomeValuesFrom(:738774007 :372777009)))
817afda0-94ba-4f83-8f5b-962b3281fe57	20220731	1	999991001000101	733073007	229692002	SubClassOf(:229692002 ObjectIntersectionOf(:443352005 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :700016008))))
8180f259-ee07-4d28-a663-5641276351ff	20220731	1	999991001000101	733073007	324479008	EquivalentClasses(:324479008 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:411116001 :420692007) ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:732943007 :387159009) ObjectSomeValuesFrom(:732945000 :258684004) ObjectSomeValuesFrom(:732947008 :732937005) ObjectSomeValuesFrom(:762949000 :387159009) DataHasValue(:1142135004 "150"^^xsd:decimal) DataHasValue(:1142136003 "1"^^xsd:decimal))) ObjectSomeValuesFrom(:763032000 :732937005) DataHasValue(:1142139005 "1"^^xsd:integer)))
8183418b-bcc0-4a30-8e4c-48f20e5aaa7d	20220731	1	999991001000101	733073007	53136009	SubClassOf(:53136009 ObjectIntersectionOf(:373249005 :767323008 ObjectSomeValuesFrom(:726542003 :767125008) ObjectSomeValuesFrom(:738774007 :373468005)))
818d23b4-4ceb-4518-b614-f5b2fa4e5307	20220731	1	999991001000101	733073007	28375005	SubClassOf(:28375005 :243602009)
81924bfb-e2db-4ba4-951c-5c17607ca714	20220731	1	999991001000101	733073007	63102001	SubClassOf(:63102001 ObjectIntersectionOf(:95677002 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :49549006))))
819b6895-997e-4180-a023-a9472ec8afcf	20220731	1	999991001000101	733073007	30037006	EquivalentClasses(:30037006 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :47393002) ObjectSomeValuesFrom(:363698007 :53505006)))))
81a9c256-13c0-490c-a312-0e1bf3efae5c	20220731	1	999991001000101	733073007	715180004	SubClassOf(:715180004 ObjectIntersectionOf(:116280007 :373249005 ObjectSomeValuesFrom(:726542003 :767006007) ObjectSomeValuesFrom(:726542003 :768681000)))
81ac774a-ca68-4b65-9219-5197665225ee	20220731	1	999991001000101	733073007	362969004	EquivalentClasses(:362969004 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:363698007 :113331007))))
81b5d99d-e6ad-4c87-aa84-5a3be788f6a1	20220731	1	999991001000101	733073007	95347000	EquivalentClasses(:95347000 ObjectIntersectionOf(:64572001 ObjectSomeValuesFrom(:609096000 ObjectIntersectionOf(ObjectSomeValuesFrom(:116676008 :6574001) ObjectSomeValuesFrom(:363698007 :39937001)))))
81bb3d82-c748-45c0-bdba-b8f3ea1418b2	20220731	1	999991001000101	733073007	251727006	SubClassOf(:251727006 :363949000)
81bb99e5-d6bb-4412-9059-3a497cc80bd5	20220731	1	999991001000101	733073007	398506000	SubClassOf(:398506000 :75953000)
81bea54d-e48e-439a-abfb-4bb60dc9748f	20220731	1	999991001000101	733073007	60549007	SubClassOf(:60549007 :399890002)
81ca928c-246f-4f8c-9431-0af952488526	20220731	1	999991001000101	733073007	26436007	SubClassOf(:26436007 :75934005)
81dc27cf-886a-4193-810e-f9025ae05af6	20220731	1	999991001000101	733073007	700036009	SubClassOf(:700036009 :406121007)
81dcdb06-c6f5-4566-af58-438cbe58d602	20220731	1	999991001000101	733073007	776432001	EquivalentClasses(:776432001 ObjectIntersectionOf(:763158003 ObjectSomeValuesFrom(:609096000 ObjectSomeValuesFrom(:127489000 :387532006)) DataHasValue(:1142139005 "1"^^xsd:integer)))
