id	effectiveTime	active	moduleId	refsetId	referencedComponentId
8138a1fc-ef13-499b-95fd-591a7c623b7a	20220731	1	999991001000101	816080008	229819007
814902fb-119f-4302-ad70-aaf53ead0a35	20220731	1	999991001000101	816080008	274751001
81543eb8-051d-44bc-9d29-815f74869c46	20220731	1	999991001000101	816080008	84791008
815e3834-a050-4e4a-82b1-48d97371567b	20220731	1	999991001000101	816080008	89889006
8161b398-7247-408a-83ec-af39933e642e	20220731	1	999991001000101	816080008	370532003
816b5b8f-2448-4759-8e6a-d5f3ae7bbcf7	20220731	1	999991001000101	816080008	1172735004
816e0ec4-6ca2-43f5-9375-115be1820e57	20220731	1	999991001000101	816080008	227435001
8171fc4b-0769-4690-9909-8cdd4561ce18	20220731	1	999991001000101	816080008	813001
81746b36-811f-419b-b460-d5597cc13ee9	20220731	1	999991001000101	816080008	282028001
8179e946-31d4-42a8-b701-1716db13f344	20220731	1	999991001000101	816080008	18735004
817e4f54-821f-46c8-b995-d46cca3dba89	20220731	1	999991001000101	816080008	86414002
818b026d-9e10-40b0-b18c-cf7ec34540cb	20220731	1	999991001000101	816080008	209557005
81910e64-f629-415e-a9c4-852b19a13c82	20220731	1	999991001000101	816080008	14006006
81976b02-862b-4dfb-bbac-11aa555b35c6	20220731	1	999991001000101	816080008	711179005
81989b00-54a0-4a57-94d1-6cb799a6afe9	20220731	1	999991001000101	816080008	441547007
81ab0419-5610-4120-9f24-9c1e7c9ea3cc	20220731	1	999991001000101	816080008	415609006
81ab51bb-7580-45e7-ac38-9bbcf95077a4	20220731	1	999991001000101	816080008	43982006
81ae0af8-8af4-4659-98a7-059217410a0b	20220731	1	999991001000101	816080008	267038008
81aead7b-eecc-4dee-933b-5825b4366b27	20220731	1	999991001000101	816080008	44337006
81b1e884-6a68-495c-8bb7-414ce31c67a5	20220731	1	999991001000101	816080008	65911000
81b38128-50f2-43e8-9117-5c5ad75aa794	20220731	1	999991001000101	816080008	255843001
81c94190-03cb-42ef-af66-25cfa129d70a	20220731	1	999991001000101	816080008	88878007
81d32566-a671-4174-bce4-fef8a713e929	20220731	1	999991001000101	816080008	191480000
81d3c692-0755-4e82-bfc3-4175bf54e3c4	20220731	1	999991001000101	816080008	232209000
81dda8bd-19dc-4cf2-9f05-9b2403cbc62f	20220731	1	999991001000101	816080008	386661006
81e92c66-544d-44d1-a4e6-7e3dd142dd16	20220731	1	999991001000101	816080008	47933007
81eb21e0-4421-4f04-aa7a-bddf285b40cd	20220731	1	999991001000101	816080008	262525000
81ec94ad-f0ae-4437-806b-6ffbdb0f2e78	20220731	1	999991001000101	816080008	392291006
81f3a969-262a-49a8-8fb5-cd0ae8a3776c	20220731	1	999991001000101	816080008	327016009
81f4f0f8-5d8c-4495-8b04-f25c7e7ae606	20220731	1	999991001000101	816080008	698135009
81ff5884-9e86-4702-bc4e-62d1ff348241	20220731	1	999991001000101	816080008	54586004
8208227f-96ea-4afd-8240-2a4cccfae3e4	20220731	1	999991001000101	816080008	49526009
820a028d-375a-4982-9a3d-4c00ba4dd6fd	20220731	1	999991001000101	816080008	363358000
820ae1fd-6768-41c9-b951-c64407cc3c9a	20220731	1	999991001000101	816080008	322238005
820b67d6-4f7b-4898-a392-8caa556f7208	20220731	1	999991001000101	816080008	202725007
821058dc-f60f-47e5-a167-16519655cf81	20220731	1	999991001000101	816080008	407808007
82109bf9-b590-4501-9f29-2a18e823df26	20220731	1	999991001000101	816080008	50821009
82166e09-79ec-4deb-8067-e1672de6215c	20220731	1	999991001000101	816080008	275104002
822069e6-ef3f-4754-9ce6-07ac8e48c9fc	20220731	1	999991001000101	816080008	324913006
82247f2f-b9b4-48b5-9bd8-b3adcbde2f19	20220731	1	999991001000101	816080008	6698000
82268463-e21b-409e-a392-823c3c75e479	20220731	1	999991001000101	816080008	715307006
822e9e40-8693-42b9-a4f2-46b486f56717	20220731	1	999991001000101	816080008	38850007
8235bcbc-9a16-4588-a41a-369250a892d6	20220731	1	999991001000101	816080008	20793008
824002c9-8c90-4263-bb52-9537d1b9bef0	20220731	1	999991001000101	816080008	28230009
824267dd-d458-42d4-aac7-747e683c2820	20220731	1	999991001000101	816080008	1145003
8242be48-0d2d-47bc-892d-bf4f08cd9aae	20220731	1	999991001000101	816080008	38280009
82462e47-1a10-4dc2-b1a6-0d2c6eab004b	20220731	1	999991001000101	816080008	774685003
824a8597-4f60-4338-a034-b4d354974f9f	20220731	1	999991001000101	816080008	231839000
8253b04b-2341-49e5-9951-cff13efba1ca	20220731	1	999991001000101	816080008	21522001
8253f511-3ad2-4b3e-8509-50802c2a1362	20220731	1	999991001000101	816080008	111566002
82583c50-ab13-421b-817f-a7fe45c3d9d0	20220731	1	999991001000101	816080008	84822002
82644686-1320-4e3a-a499-19bd71db9fe9	20220731	1	999991001000101	816080008	279084009
8271580e-3e5b-4108-a1ee-735f61451170	20220731	1	999991001000101	816080008	320012008
82718431-e3f7-4a89-92c6-a0b33ebee3e5	20220731	1	999991001000101	816080008	47609003
8271ab04-c09f-4a01-b8a7-45e47cc0004d	20220731	1	999991001000101	816080008	283062009
827a3154-68e5-4ea8-a492-b2b278134988	20220731	1	999991001000101	816080008	777282002
8282ba9d-3d69-4996-b510-87efeb17ad51	20220731	1	999991001000101	816080008	37231002
8286279b-09cc-453a-bc61-ae0b9c7895f1	20220731	1	999991001000101	816080008	91081006
82944b9f-1b7a-4598-94df-cdd85f5ca0fa	20220731	1	999991001000101	816080008	352818000
8297f70d-6ab1-4c0d-901c-903f21e4c186	20220731	1	999991001000101	816080008	201038005
82a01087-d647-4060-977f-f37a53fc188d	20220731	1	999991001000101	816080008	330601002
82a664ca-6483-44ab-9b01-c7fcfbfd98a1	20220731	1	999991001000101	816080008	75591007
82ab9438-1db9-4a3e-9a4a-f87736d91bb9	20220731	1	999991001000101	816080008	773356007
82bc7453-ea51-42e8-85b3-4482d6e2439f	20220731	1	999991001000101	816080008	418107008
82bdb2e7-137b-41f7-8033-9c82eae1fd1b	20220731	1	999991001000101	816080008	82313006
82be3062-91ca-48bc-b89a-922b81e59d6b	20220731	1	999991001000101	816080008	710183004
82c1c3bd-c28f-4ec6-8a1a-127a86296a86	20220731	1	999991001000101	816080008	407293004
82d0e4f5-3afd-477b-8e78-b27e246ec94d	20220731	1	999991001000101	816080008	172571009
82d258b0-8cf1-475a-ad8a-c45ec7df8c9d	20220731	1	999991001000101	816080008	70422006
82db1320-ea27-403c-9310-32df0050d08a	20220731	1	999991001000101	816080008	443892003
82dd0d05-e570-4503-bf03-be418adb5127	20220731	1	999991001000101	816080008	108022006
82de25c2-7bfc-4df3-ad80-0f8a0ed9f179	20220731	1	999991001000101	816080008	21927003
82e3a6ab-7345-4e6e-90e6-d671d1b7e361	20220731	1	999991001000101	816080008	1197028001
82ec71a2-7e25-4516-ad45-081616560413	20220731	1	999991001000101	816080008	399713008
82f2cfe6-cf18-45c2-9497-46b7b8b1c66f	20220731	1	999991001000101	816080008	329525004
82f6d33b-b8c8-4e2d-aaf0-c60e6e376021	20220731	1	999991001000101	816080008	161800001
8310dcea-1eb6-4a96-99d7-0092f4594145	20220731	1	999991001000101	816080008	114217004
83176ca7-46ae-45be-93c8-0575a47fe62c	20220731	1	999991001000101	816080008	282026002
831d5d41-5445-476b-b532-094412135985	20220731	1	999991001000101	816080008	203476003
83285b8d-7fea-4433-9b51-639ca5f9874b	20220731	1	999991001000101	816080008	735974002
8331b23b-95c1-40ed-a75f-5f55fc8d53e8	20220731	1	999991001000101	816080008	74400008
83348497-f899-4fa4-819a-78593c08a6b5	20220731	1	999991001000101	816080008	424254006
8336058c-82f5-43eb-a29b-d861eebfe757	20220731	1	999991001000101	816080008	234335003
83478c99-8c6e-4e97-85a8-0ff1d72dfc7e	20220731	1	999991001000101	816080008	22890008
834b1b8a-716c-4952-ad9b-d2fb5fabd6af	20220731	1	999991001000101	816080008	118950002
835c98f8-c18a-4f4e-b922-0a8a276cb41f	20220731	1	999991001000101	816080008	330729005
835e036a-ff8c-48fb-a191-91545b186a5d	20220731	1	999991001000101	816080008	253785008
836f799e-cfb5-4ac2-9140-44200620e6a6	20220731	1	999991001000101	816080008	416189003
837649f9-19ce-4e54-85b8-40ec546f7189	20220731	1	999991001000101	816080008	609496007
83789df3-2fea-4743-9b00-80aed73a6ba4	20220731	1	999991001000101	816080008	46716003
837aeebb-c672-497b-a579-f759597c76ea	20220731	1	999991001000101	816080008	765523008
838605fc-eafb-4024-8b56-4a9b4fc7e97b	20220731	1	999991001000101	816080008	698099004
83875fbc-5160-4f36-b686-b615a5dd12c0	20220731	1	999991001000101	816080008	91273001
83899a3b-04d8-4b5d-a148-8e7ccc8a8a26	20220731	1	999991001000101	816080008	262582004
838d7441-801c-4f3d-976c-443ae7f3b522	20220731	1	999991001000101	816080008	103433001
83a026b1-eddb-4204-b38c-7cf73773b128	20220731	1	999991001000101	816080008	734986006
83a0e9f3-6e85-4b4e-b2c5-068400b0d746	20220731	1	999991001000101	816080008	712667007
83b1e92f-655e-4a36-994a-91ab2b73ff46	20220731	1	999991001000101	816080008	209987007
83b55b4b-cb33-48d8-ba9d-6d9e745804f3	20220731	1	999991001000101	816080008	71820002
83b78396-1297-4984-acf7-1eb11edf8d20	20220731	1	999991001000101	816080008	409807008
83ca3fa4-25aa-4e23-9f11-91332827af74	20220731	1	999991001000101	816080008	286576009
83d4b5ab-1edd-4080-8811-66920201d050	20220731	1	999991001000101	816080008	298162008
83d573c9-99fc-480d-9284-63c392c3fdfd	20220731	1	999991001000101	816080008	234228008
83d6287b-47a6-4062-b605-92354049d69e	20220731	1	999991001000101	816080008	772141000
83dea55f-c37d-42b6-bced-63054d6d8212	20220731	1	999991001000101	816080008	24095001
83e05f27-0f5d-4611-84b0-df933faab1df	20220731	1	999991001000101	816080008	235853006
83e4a098-03f0-4c85-9b43-f05a826197f8	20220731	1	999991001000101	816080008	785379001
83ea6679-f6eb-4cf1-962e-5bb4e73a037e	20220731	1	999991001000101	816080008	777824009
83ebcbc5-bcbc-4f56-baf2-bdff7263aa28	20220731	1	999991001000101	816080008	80967001
83f52c49-49ff-43cc-b536-eada9aba2d51	20220731	1	999991001000101	816080008	8672004
83f7be8d-f279-4faf-9af4-0126b8281f9f	20220731	1	999991001000101	816080008	371686006
83f8cab3-7f4f-4f95-aa63-433ac3647383	20220731	1	999991001000101	816080008	227409002
83fa780e-b5a4-455f-ba2e-710411b11f33	20220731	1	999991001000101	816080008	419642000
83ffc4cb-2ee5-4f46-a9a9-aa6852e5b442	20220731	1	999991001000101	816080008	37236007
84021f57-d63c-4600-9e2d-c14a7124d7b1	20220731	1	999991001000101	816080008	77225009
840bfd52-1ed9-41d2-90d9-08ecb3de0dfe	20220731	1	999991001000101	816080008	54329005
841e52c3-8abc-466b-8344-01a577b6208b	20220731	1	999991001000101	816080008	118795000
8422b3c8-2f73-4957-820d-0842fb5c766d	20220731	1	999991001000101	816080008	428714003
8426fc81-6ac0-469d-8d22-cc6f938420ab	20220731	1	999991001000101	816080008	314516007
8435b807-0211-4cec-aa10-a5d97111af35	20220731	1	999991001000101	816080008	402408009
843bee5d-6827-4c54-9b40-66817378c072	20220731	1	999991001000101	816080008	314978007
843f85d0-2fc3-4fcb-8686-742079dd1457	20220731	1	999991001000101	816080008	363478007
843fa081-6943-4678-bbf0-463b602be4f8	20220731	1	999991001000101	816080008	767281005
8440e38c-e51e-4a77-89e8-3857c0eaaaa3	20220731	1	999991001000101	816080008	73244003
8444531b-e804-4cda-9fe2-87630b0a1834	20220731	1	999991001000101	816080008	1197496001
8447b551-b642-4507-99de-394122c6270e	20220731	1	999991001000101	816080008	871740006
844a60d4-b21e-46e3-acfc-f72d749c9449	20220731	1	999991001000101	816080008	96311000119109
844be386-0d39-431a-8441-a4ca2fb102cb	20220731	1	999991001000101	816080008	60332004
844d6729-5eb6-4c28-b073-a4e5ee822113	20220731	1	999991001000101	816080008	191812006
845c6d04-5ce4-436d-adda-058f82366ab4	20220731	1	999991001000101	816080008	7847004
84679dff-6310-4d87-8c7a-b674069d6002	20220731	1	999991001000101	816080008	773378000
847343a0-fdfc-446c-a8f3-d823b643f304	20220731	1	999991001000101	816080008	227512001
84775d43-74ae-41a3-8f5c-d8448860f574	20220731	1	999991001000101	816080008	258603007
847e0e86-4c1d-4fd2-92ba-d1b328847b0e	20220731	1	999991001000101	816080008	77543007
84882639-b95b-4675-a4c7-4a515a113b63	20220731	1	999991001000101	816080008	94393006
84899ed1-b1de-40e0-9b13-454704be9a38	20220731	1	999991001000101	816080008	19943007
848bf551-8aac-4294-a6ab-af310abfddbe	20220731	1	999991001000101	816080008	608785007
848e4cf6-2d16-455b-b2ca-01519519339c	20220731	1	999991001000101	816080008	61599003
8493735e-68a7-4c54-8994-9c6e1e5a88d2	20220731	1	999991001000101	816080008	240036003
84959d4d-9526-4778-bd2e-f58a9dac26ff	20220731	1	999991001000101	816080008	374507006
84989cdd-f2aa-414b-8c47-cad620799b6b	20220731	1	999991001000101	816080008	444374006
849a21d1-8760-47a1-916b-4529d01d0c88	20220731	1	999991001000101	816080008	24199005
849abc2d-7e08-4888-92b0-b2638aee5be2	20220731	1	999991001000101	816080008	235872006
84a828c5-f1a4-40c9-9e25-9daeed6ec8b3	20220731	1	999991001000101	816080008	36700002
84ad2d13-2381-423c-adf9-c877ef091214	20220731	1	999991001000101	816080008	62415009
84b1042e-f93f-4bf1-b618-f5dbe8af30d0	20220731	1	999991001000101	816080008	34742003
84bee858-bf97-46c8-aee8-0d7ef54c1584	20220731	1	999991001000101	816080008	775434007
84c7f4a2-b83e-45c9-8b9f-512d97b3aa7c	20220731	1	999991001000101	816080008	698109008
84cc75d8-17c8-4f02-bf8b-e017fd643759	20220731	1	999991001000101	816080008	35408001
84d02ed1-dbd2-4192-b77e-cae2d003c529	20220731	1	999991001000101	816080008	113816005
84ddde64-26eb-480f-b3a2-db8c07db207b	20220731	1	999991001000101	816080008	125005003
84e5d980-7eb9-46b3-8bc1-247adf6481d8	20220731	1	999991001000101	816080008	95646004
84e7e752-d642-44af-b857-b9bfc8d832b2	20220731	1	999991001000101	816080008	227501001
84f8e2ac-3cda-420b-92a9-045f1d7ba805	20220731	1	999991001000101	816080008	386033004
8500718d-a9be-4f2c-9992-d9068a7cc3ec	20220731	1	999991001000101	816080008	1163344006
85058840-f8a5-447c-975b-30486ba1e4c3	20220731	1	999991001000101	816080008	229941008
85065ffa-a5cf-4283-b1b0-acfcc9f4c9c5	20220731	1	999991001000101	816080008	266261006
85087027-56d9-44e3-90ed-e00c92c5c56d	20220731	1	999991001000101	816080008	95675005
850f0e99-308f-4556-9f98-690e0045637a	20220731	1	999991001000101	816080008	89164003
850f6309-0be7-450e-88d3-e98663d95d94	20220731	1	999991001000101	816080008	204317008
85122fbb-0488-4617-ac57-322a845d5909	20220731	1	999991001000101	816080008	110389002
8521ed0b-4d93-4164-a7cc-c073ba8dd3b8	20220731	1	999991001000101	816080008	48631008
85237beb-6b38-4dcb-9368-89c9093977c2	20220731	1	999991001000101	816080008	698136005
85324062-a3dd-4124-a4dc-aa2f4c5bbebe	20220731	1	999991001000101	816080008	428875002
853429f7-a232-4040-94e3-5db35b02a4e1	20220731	1	999991001000101	816080008	442460002
853b9afc-5a5c-41e0-8bc0-e6a9f6d2a424	20220731	1	999991001000101	816080008	428220001
853e3869-6a08-4459-a767-4e5b5968d8d2	20220731	1	999991001000101	816080008	2615004
8540eb55-f828-435d-abad-f7597a719695	20220731	1	999991001000101	816080008	21783006
8551d8a5-540c-4aeb-9005-f1d71e64474d	20220731	1	999991001000101	816080008	66543000
8552d978-b6f3-4584-862a-7237ca792719	20220731	1	999991001000101	816080008	60899001
8558f689-ebec-4380-a559-afbbb1cbb26e	20220731	1	999991001000101	816080008	197926005
855c1dff-3c0f-4b18-aa66-af490e969ad6	20220731	1	999991001000101	816080008	720760008
855d51e7-00d4-4f94-8db3-7571443e6487	20220731	1	999991001000101	816080008	324504002
855db1cb-d281-4302-a712-0beb1aa878e1	20220731	1	999991001000101	816080008	127013003
855dc5d1-a54f-42bb-ad10-6e57bda7b15f	20220731	1	999991001000101	816080008	266607004
856d202f-a6a8-463c-bc8a-c4cb6d1ca80f	20220731	1	999991001000101	816080008	113859000
856d2c6b-e6e1-45c8-bb1a-cb3198f5bf97	20220731	1	999991001000101	816080008	10669005
8573b11b-8d68-4845-b215-4985634d1b1a	20220731	1	999991001000101	816080008	51387008
85809bb2-d346-4f0f-8158-dfc10373ea3c	20220731	1	999991001000101	816080008	420514000
858a0615-cc7e-4cfe-a7b2-2957c5d75d48	20220731	1	999991001000101	816080008	309075001
85a12a88-7b4c-4c2b-a715-80cf5bbe5e78	20220731	1	999991001000101	816080008	5370000
85a3a7d2-1362-4ca2-8dda-476425a5fabe	20220731	1	999991001000101	816080008	773368003
85a96df4-67ab-4b43-9394-a236b9960927	20220731	1	999991001000101	816080008	94459006
85ab4d26-1876-40c8-a243-ead575c53a77	20220731	1	999991001000101	816080008	359648001
85b4977f-3edd-4d4d-a2cc-770026ca70f1	20220731	1	999991001000101	816080008	25569003
85b94138-0aca-499b-aaf1-134b0393406d	20220731	1	999991001000101	816080008	15544002
85cddcf3-985f-404e-b1af-19ec55647488	20220731	1	999991001000101	816080008	324467008
85d25e91-be5d-4715-863f-f61a672efe1a	20220731	1	999991001000101	816080008	396230008
85d49af4-553f-49d0-9820-c301d56bc239	20220731	1	999991001000101	816080008	236117001
85d83015-044b-47fd-976e-c28ec872832a	20220731	1	999991001000101	816080008	203095000
85db30f5-1b14-4b6f-b6c9-1f6e24ac20a8	20220731	1	999991001000101	816080008	416138003
85dfdfd9-9769-4bec-b49d-af2e410db39f	20220731	1	999991001000101	816080008	169582001
85e0be4a-7767-4579-8343-eb729392ff02	20220731	1	999991001000101	816080008	2651006
85f2fa8c-042c-42f2-b8f5-78ed4fcaae84	20220731	1	999991001000101	816080008	114228000
85f34db1-7e2d-403f-8e58-1be2546facdc	20220731	1	999991001000101	816080008	210566005
85f663be-aae3-463c-a972-ed2fa0b35c70	20220731	1	999991001000101	816080008	36976004
85fc0fdd-7b03-4f7d-8158-39dea9e53338	20220731	1	999991001000101	816080008	441971007
85fdbd82-115e-4e59-8da5-529b6c8e94b9	20220731	1	999991001000101	816080008	240004005
86025323-a609-4504-bd4b-f41faa0a78c5	20220731	1	999991001000101	816080008	234347009
8603bff2-af43-4b7e-bd23-85767550db44	20220731	1	999991001000101	816080008	412150007
8603eb6b-3aa9-4e82-8c4b-b592419810bf	20220731	1	999991001000101	816080008	449048009
8604a2c2-b402-4acb-bfc8-b45d28eeafe1	20220731	1	999991001000101	816080008	75878002
86057354-f272-44f5-bd5c-8928794f079d	20220731	1	999991001000101	816080008	60442001
8605b3ef-534e-49a7-b70d-98428f7ad4d1	20220731	1	999991001000101	816080008	15971181000119105
8609f9d9-5508-446e-978a-8a7c28902036	20220731	1	999991001000101	816080008	166603001
860a82f1-9f9d-4318-a8f7-3ff1f567e32c	20220731	1	999991001000101	816080008	72315009
860b68b4-8750-40ea-b7ac-e145d97740b0	20220731	1	999991001000101	816080008	423125000
860fcf5f-9609-44d6-88a8-65d535d7e933	20220731	1	999991001000101	816080008	255024002
861341f3-c393-46b5-ad6e-802d1b7ca758	20220731	1	999991001000101	816080008	67195008
86245242-f169-4970-913a-78e144b53643	20220731	1	999991001000101	816080008	365858006
8626b27e-e429-4413-b352-0b1daefe874f	20220731	1	999991001000101	816080008	783329001
86315d02-b98e-40a3-b8da-05e28d5886f9	20220731	1	999991001000101	816080008	37064009
86373b52-9d3f-4648-863c-df03474f26c2	20220731	1	999991001000101	816080008	260131001
86382ae3-ea30-4a55-8aa2-9ea82d609adc	20220731	1	999991001000101	816080008	303947005
86420351-6a91-4018-ae31-d97fc9b750ba	20220731	1	999991001000101	816080008	450862004
86427dcd-6f20-48f2-92e4-27513f3f721b	20220731	1	999991001000101	816080008	67406007
8645490a-d323-4afb-9493-17222430b3a3	20220731	1	999991001000101	816080008	103512008
86457363-2561-4d50-b29e-07d1d9e7945f	20220731	1	999991001000101	816080008	441612006
86468577-b2c1-4067-8679-8772ac3a6693	20220731	1	999991001000101	816080008	326910007
8646de0e-88b3-43f4-8daf-dd043a3f0d70	20220731	1	999991001000101	816080008	1755008
86504011-afa0-45f0-b843-519409f8b635	20220731	1	999991001000101	816080008	783365006
86514788-7258-42dc-b2a7-3c0aeb968c65	20220731	1	999991001000101	816080008	415618008
86529366-b7b2-49ea-931e-5db96def973c	20220731	1	999991001000101	816080008	782010007
8652e9f1-b323-4677-a0bd-fb223acd8f5b	20220731	1	999991001000101	816080008	776697004
8657356f-1a02-41b9-b552-dcdf6127aefd	20220731	1	999991001000101	816080008	777428004
865ec508-bf74-4070-93f9-9b7753cc05f1	20220731	1	999991001000101	816080008	255028004
86615f82-0790-424d-b08c-a96e98987d7b	20220731	1	999991001000101	816080008	169083003
8664c80f-3a58-4388-a4f1-02da873fc2b0	20220731	1	999991001000101	816080008	109841003
866bc740-fd72-4d23-a4ee-15743933e2b7	20220731	1	999991001000101	816080008	255604002
866fb64b-5149-4db0-af47-746316de6290	20220731	1	999991001000101	816080008	102500002
86783302-7182-44b8-b19f-2dbe19b80319	20220731	1	999991001000101	816080008	1386000
8679c3bc-53b4-402d-8c38-29fcc986f5fe	20220731	1	999991001000101	816080008	1145409004
86818db4-d853-46c0-9ae1-49b4d9abd003	20220731	1	999991001000101	816080008	320014009
868eec0e-1c5e-4975-91eb-5b15ef8d2664	20220731	1	999991001000101	816080008	776911001
868f3e5c-e7a7-45fd-b2a4-1cf81fc91f70	20220731	1	999991001000101	816080008	162053006
8690e9d0-59ef-4d56-9ddf-6593cb1c243f	20220731	1	999991001000101	816080008	125652005
8692d383-06ef-478a-8624-01c85e1cd41b	20220731	1	999991001000101	816080008	376966009
869ccee2-e6df-4dbf-ab76-678b0a415f3e	20220731	1	999991001000101	816080008	127014009
86a5e7cd-2793-4c39-b499-beba0c2b5a62	20220731	1	999991001000101	816080008	267369002
86a861eb-2c11-4e59-aa59-b3cb2ec52413	20220731	1	999991001000101	816080008	418147001
86b3ee6d-c1bd-45e1-91ef-ed2a37cfa49d	20220731	1	999991001000101	816080008	51963001
86b5413a-2f6e-4e3a-8bc5-977a8c9a4ba2	20220731	1	999991001000101	816080008	406498003
86ba312d-b090-40bc-92a3-600ed1c445fc	20220731	1	999991001000101	816080008	161414005
86c6f014-b114-4b84-b66e-baf827e24be4	20220731	1	999991001000101	816080008	119370009
86cafb4a-ed86-4453-a307-f99ef13b5733	20220731	1	999991001000101	816080008	161665007
86dfdf5b-17b8-43ff-93e3-d3e25bcd3c9c	20220731	1	999991001000101	816080008	197270009
86e3f2d8-75f4-4e99-ac47-8a685cbef3eb	20220731	1	999991001000101	816080008	103737001
86ea0911-b291-45a3-a9d8-b58c19a5c55e	20220731	1	999991001000101	816080008	15848008
86f64fa8-cc67-4d67-8ee5-db50405fb0ad	20220731	1	999991001000101	816080008	262555007
86fd5fd7-275a-4285-a07d-627e5efd82c7	20220731	1	999991001000101	816080008	22878006
87058b11-e27f-4289-af89-ec21c26befaa	20220731	1	999991001000101	816080008	127505006
870d0bbc-b4a4-45be-b883-ad4ffa3a1316	20220731	1	999991001000101	816080008	19843006
8712e3a0-85a8-4f0b-a3a8-1e086f0f1c37	20220731	1	999991001000101	816080008	89538001
87241f3f-ce80-49a7-a8f3-fc692dda2a6a	20220731	1	999991001000101	816080008	373353005
87321262-b0dc-4c7d-a700-8cb74a3eac05	20220731	1	999991001000101	816080008	304831001
8739a9e4-ac9b-4fe0-8dd6-016674afe456	20220731	1	999991001000101	816080008	197866008
