id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
2990796011	20220731	1	999991001000101	698247007	en	900000000000550004	A disorder in which there is abnormal electrical activity in the heart.	900000000000017005
2990800017	20220731	1	999991001000101	44808001	en	900000000000550004	Any abnormal alteration of atrioventricular conduction.	900000000000017005
2990846017	20220731	1	999991001000101	193114000	en	900000000000550004	Persistent postural and motor experiences of the limb after physical loss.	900000000000017005
2995956017	20220731	1	999991001000101	48721008	en	900000000000550004	A form of spastic cerebral palsy affecting all four limbs; the term bilateral hemiplegia may also be used when one side has a significantly different tone compared with the other.	900000000000017005
3008222010	20220731	1	999991001000101	703264005	en	900000000000550004	Osteoporosis that results from medical conditions or treatments that interfere with the attainment of peak bone mass, contributing to the structural deterioration of bone tissue.	900000000000017005
3010066013	20220731	1	999991001000101	419076005	en	900000000000550004	A pathological immune process generally directed towards a foreign antigen, which results in tissue injury, which is usually transient. It is the realization of the allergic disposition. It is most often applied to type I hypersensitivity but other hypersensitivity types especially type IV (e.g. allergic contact dermatitis) may be involved.	900000000000017005
3010132019	20220731	1	999991001000101	128188000	en	900000000000550004	A permanent disorder of the development of movement, posture and motor function, causing activity limitation, caused by non-progressive disturbances in the developing fetal or infant brain.	900000000000017005
3010133012	20220731	1	999991001000101	230773005	en	900000000000550004	A type of cerebral palsy defined by increased tone and pathological reflexes resulting in an abnormal pattern of movement and posture.	900000000000017005
3010135017	20220731	1	999991001000101	43486001	en	900000000000550004	A form of spastic cerebral palsy affecting the arm and/or leg on one side of the body. An ipsilateral upper and/or lower extremity is affected.	900000000000017005
3012494017	20220731	1	999991001000101	308698004	en	900000000000550004	Subjective experience of excessive gas which is passed as flatus.	900000000000017005
3012495016	20220731	1	999991001000101	264287008	en	900000000000550004	Material shed by animals that is comprised of some combination of dead skin, dried salivary proteins, hair, sebum, urine and microorganisms.	900000000000017005
3012497012	20220731	1	999991001000101	392481002	en	900000000000550004	A rare disorder of the eye in which the endothelium lining the interior of the cornea proliferates causing unusually high pressure in the eye, distortion of the iris and corneal oedema.	900000000000017005
3012501019	20220731	1	999991001000101	392481002	en	900000000000550004	A rare disorder of the eye in which the endothelium lining the interior of the cornea proliferates causing unusually high pressure in the eye, distortion of the iris and corneal edema.	900000000000017005
3012982019	20220731	1	999991001000101	704321009	en	900000000000550004	This attribute specifies the process which the property describes, and on which the property (of this observable) depends. The process can be very general.	900000000000017005
3028649013	20220731	1	999991001000101	7119001	en	900000000000550004	Disease of skin in someone with Lupus erythematosus, though not necessarily systemic or subacute.	900000000000017005
3028652017	20220731	1	999991001000101	703842006	en	900000000000550004	Chemical racemic free base or equal parts of enantiomers levoamphetamine and dextroamphetamine in their pure amine or salt forms.	900000000000017005
3028653010	20220731	1	999991001000101	702809001	en	900000000000550004	A drug hypersensitivity reaction with a relatively long latency period after exposure characterized by rash, fever, lymphadenopathy, hematologic abnormalities including eosinophilia and atypical lymphocytosis and internal organ involvement. Clinical presentation is highly variable. Eosinophilia is present in 50-90% of cases.	900000000000017005
3030934014	20220731	1	999991001000101	707606004	en	900000000000550004	Gingival disease with an aetiology other than dental plaque, such as bacterial, viral, fungal or genetic origin, due to systemic conditions, trauma, foreign body reactions, or other causes.	900000000000017005
3030940019	20220731	1	999991001000101	707606004	en	900000000000550004	Gingival disease with an etiology other than dental plaque, such as bacterial, viral, fungal or genetic origin, due to systemic conditions, trauma, foreign body reactions, or other causes.	900000000000017005
3032843014	20220731	1	999991001000101	708027006	en	900000000000550004	Structural abnormality of a valve in which the valve opening is narrowed and the valve fails to close properly.	900000000000017005
3032845019	20220731	1	999991001000101	708024004	en	900000000000550004	Structural abnormality in which a valve fails to close properly. This includes abnormalities of the valve leaflets as well as so-called functional insufficiency due to other abnormalities such as annular dilatation in the presence of morphologically normal leaflets.	900000000000017005
3038214016	20220731	1	999991001000101	709079002	en	900000000000550004	A complex mixture consisting of allergenic proteins derived from natural sources. May be used for diagnosis or therapy. Extracts used for diagnosis have the same active ingredients as those used for therapy but may differ by concentration, diluent or other additives.	900000000000017005
3038218018	20220731	1	999991001000101	346313005	en	900000000000550004	A complex mixture consisting of allergenic proteins derived from natural sources used for allergy treatment by subcutaneous or oral/sublingual route.	900000000000017005
3038703015	20220731	1	999991001000101	709109004	en	900000000000550004	Respiratory failure due to a high level of carbon dioxide in the blood.	900000000000017005
3038768010	20220731	1	999991001000101	233765002	en	900000000000550004	Respiratory failure due to a low level of oxygen in the blood without a high level of carbon dioxide.	900000000000017005
3076133018	20220731	1	999991001000101	283545005	en	900000000000550004	Physical trauma sustained from the discharge of arms or munitions.	900000000000017005
3076248018	20220731	1	999991001000101	5399005	en	900000000000550004	Extravasation of blood into the arterial wall following a tear in the intima and leading to separation of the layers of the wall.	900000000000017005
3286262018	20220731	1	999991001000101	30956003	en	900000000000550004	Bilateral removal of more than 50% of each lobe including the isthmus.	900000000000017005
3288740014	20220731	1	999991001000101	86273004	en	900000000000550004	Removal of tissue for diagnostic examination.	900000000000017005
3304229010	20220731	1	999991001000101	715950008	en	900000000000550004	A very rare variant of diffuse large B-cell lymphoma mainly affecting middle-aged immunocompetent men with features of a consistent primary involvement of lymph nodes (mainly in the cervical and mediastinum lymph nodes) and with infrequent extra nodal involvement of the bone marrow and other extra-nodal sites (head and neck region, liver, spleen, and gastrointestinal tract). It has an aggressive disease course, and is associated with a poor prognosis.	900000000000017005
3306198017	20220731	1	999991001000101	716530009	en	900000000000550004	Staphylococcus aureus resistant to methicillin (oxacillin) but resistant to fewer other drug classes than the multiple drug resistant MRSA strains. Oxacillin (or cefoxitin) represents all other 尾-lactams (and cephamycins) and resistance to either of these predicts non-susceptibility to all categories of 尾-lactam antimicrobials i.e. all categories of penicillins, cephalosporins, 尾-lactamase inhibitors and carbapenems.	900000000000017005
3306202015	20220731	1	999991001000101	716531008	en	900000000000550004	Staphylococcus aureus resistant to methicillin (oxacillin), therefore non-susceptibility to all categories of 尾-lactam antimicrobials i.e. all categories of penicillins, cephalosporins, 尾-lactamase inhibitors and carbapenems. In addition resistant to other classes of antimicrobial drugs such as aminoglycosides, ansamycins, fluoroquinolones, folate pathway inhibitors, fucidanes, glycopeptides, glycylcyclines, lincosamides, lipopeptides, macrolides, oxazolidinones, phenicols, phosphonic acids, streptogramins, and tetracycline.	900000000000017005
3307864019	20220731	1	999991001000101	367336001	en	900000000000550004	The treatment of disease using chemical agents or drugs that are selectively toxic to the causative agent of the disease, such as a virus, bacterium, or other microorganism.	900000000000017005
3311182018	20220731	1	999991001000101	251727006	en	900000000000550004	Observation of appearance of angle of anterior chamber.	900000000000017005
3312471016	20220731	1	999991001000101	251721007	en	900000000000550004	Observation of patency of angle of anterior chamber.	900000000000017005
3316361017	20220731	1	999991001000101	414492009	en	900000000000550004	Inflammation of skin adjacent to an infectious site by autoinoculation; appears as eczematous plaque with or without vesicles.	900000000000017005
3317583012	20220731	1	999991001000101	719722006	en	900000000000550004	This attribute specifies the realization of a function	900000000000017005
3323530019	20220731	1	999991001000101	721105004	en	900000000000550004	A syndrome affecting the development of blood vessels, soft tissue and bone with three characteristic features: port-wine stain, abnormal overgrowth of soft tissues and bones and venous malformations. Caused by mutations in the PIK3CA gene. This gene provides instructions for making the p110 alpha (p110伪) protein, which is a subunit of phosphatidylinositol 3-kinase (PI3K). The PIK3CA gene mutations associated with Klippel-Trenaunay syndrome alter the p110伪 protein. The altered subunit makes PI3K abnormally active, which allows cells to grow and divide continuously. Increased cell proliferation leads to abnormal growth of the bones, soft tissues, and blood vessels. This syndrome is almost always sporadic meaning it can occur in people with no history of the disorder in their family. Studies suggest that the condition results from gene mutations that are not inherited.	900000000000017005
3335135014	20220731	1	999991001000101	713351000	en	900000000000550004	Multi Drug Resistance (MDR) is defined as non-susceptibility to at least one agent in three or more epidemiologically significant antimicrobial categories. Non-susceptibility refers to either a resistant, intermediate or non-susceptible result obtained from in vitro antimicrobial susceptibility testing. (DOI: 10.1111/j.1469-0691.2011.03570.x)	900000000000017005
3428317015	20220731	1	999991001000101	723991007	en	900000000000550004	A congenital vascular bone syndrome with the presence of a vascular malformation in a limb, mainly of the arteriovenous type, which results in overgrowth of the affected limb. The affected limb may show overgrowth in comparison with the contralateral limb and the extent of this limb length discrepancy may vary from a slight difference to 10cm or more. The growth effect may be manifested in only one bone (mainly the femur or tibia) or, in some cases, affect the whole limb. The existence of arteriovenous fistulas around or inside the bone is now being widely accepted as the main cause of bone overgrowth. Although the syndrome generally appears to be sporadic, autosomal dominant inheritance has been noted in a few families.	900000000000017005
3434686010	20220731	1	999991001000101	247592009	en	900000000000550004	Limited recall of recent events	900000000000017005
3437514016	20220731	1	999991001000101	367489004	en	900000000000550004	A rare congenital disorder of bone resorption characterised by generalised skeletal densification. Bone marrow failure, fractures and visual impairment are the classical features of the disease, which begins in early infancy or in fetal life. It results from the failure of osteoclasts to resorb immature bone. This leads to abnormal bone marrow cavity formation and to the clinical signs and symptoms of bone marrow failure. It is accompanied by hepatosplenomegaly due to compensatory extramedullary hematopoiesis. The disease is heterogeneous. Over 50% of cases are due to mutations in the TCIRG1 gene and another 10% are due to mutations in the CLCN7 gene. A small number of patients have been described with mutations in the OSTM1 gene. Transmission is autosomal recessive.	900000000000017005
3437515015	20220731	1	999991001000101	367489004	en	900000000000550004	A rare congenital disorder of bone resorption characterized by generalized skeletal densification. Bone marrow failure, fractures and visual impairment are the classical features of the disease, which begins in early infancy or in fetal life. It results from the failure of osteoclasts to resorb immature bone. This leads to abnormal bone marrow cavity formation and to the clinical signs and symptoms of bone marrow failure. It is accompanied by hepatosplenomegaly due to compensatory extramedullary hematopoiesis. The disease is heterogeneous. Over 50% of cases are due to mutations in the TCIRG1 gene and another 10% are due to mutations in the CLCN7 gene. A small number of patients have been described with mutations in the OSTM1 gene. Transmission is autosomal recessive.	900000000000017005
3446177016	20220731	1	999991001000101	34840004	en	900000000000550004	Acute tendon injury accompanied by inflammation.	900000000000017005
3450373014	20220731	1	999991001000101	726542003	en	900000000000550004	This attribute specifies the behavior that a substance will exhibit or participate in, given the appropriate context.	900000000000017005
3450374015	20220731	1	999991001000101	726542003	en	900000000000550004	This attribute specifies the behaviour that a substance will exhibit or participate in, given the appropriate context.	900000000000017005
3451171011	20220731	1	999991001000101	726633004	en	900000000000550004	A period of time occurring before, during and or after a clinical entity	900000000000017005
3451242019	20220731	1	999991001000101	77386006	en	900000000000550004	Patient currently pregnant	900000000000017005
3499910014	20220731	1	999991001000101	732943007	en	900000000000550004	This attribute represents an ingredient that is the part of the active ingredient that the strength of a given product is based upon.	900000000000017005
3499912018	20220731	1	999991001000101	732945000	en	900000000000550004	This attribute specifies the numerator unit for the presentation strength of a product.	900000000000017005
3499914017	20220731	1	999991001000101	732947008	en	900000000000550004	This attribute specifies the denominator unit for the presentation strength of a product.	900000000000017005
3500051012	20220731	1	999991001000101	75971007	en	900000000000550004	New, damaging blood vessels that grow beneath the retina. These blood vessels grow in an area called the choroid.	900000000000017005
3504497010	20220731	1	999991001000101	733722007	en	900000000000550004	This attribute specifies the denominator unit for the concentration strength of a product.	900000000000017005
3504515015	20220731	1	999991001000101	733725009	en	900000000000550004	This attribute specifies the numerator unit for the concentration strength of a product.	900000000000017005
3518031017	20220731	1	999991001000101	52734007	en	900000000000550004	Total reconstruction of hip with prosthesis.	900000000000017005
3528549012	20220731	1	999991001000101	734821002	en	900000000000550004	A substance that causes irritation specifically tending to produce inflammation	900000000000017005
3534531010	20220731	1	999991001000101	370130000	en	900000000000550004	This attribute is used to specify the type of inherent quality, function, disposition or process characteristic that is being observed or measured. Its values are abstract types of quality (length, odor, concentration) or abstract types of process characteristic (rate, speed, duration), and do not include qualities that are located (length of arm, odor of urine), or given a value (elevated concentration).	900000000000017005
3534683012	20220731	1	999991001000101	738774007	en	900000000000550004	This attribute indicates that the concept is a structural modification of another concept.	900000000000017005
3537373012	20220731	1	999991001000101	26629001	en	900000000000550004	An intestinal failure due to either a congenital defect, intestinal infarction or extensive surgical resection of the intestinal tract that results in a functional small intestine of less than 200cm in length and is characterised by diarrhoea, nutrient malabsorption, bowel dilation and dysmobility.	900000000000017005
3537374018	20220731	1	999991001000101	26629001	en	900000000000550004	An intestinal failure due to either a congenital defect, intestinal infarction or extensive surgical resection of the intestinal tract that results in a functional small intestine of less than 200cm in length and is characterized by diarrhea, nutrient malabsorption, bowel dilation and dysmobility.	900000000000017005
3620963013	20220731	1	999991001000101	734544007	en	900000000000550004	A substance that modifies the immune response or the functioning of the immune system.	900000000000017005
3621010013	20220731	1	999991001000101	734546009	en	900000000000550004	A substance capable of combining with a specific receptor on a cell and initiating the same reaction or activity typically produced by the binding endogenous substance	900000000000017005
3621020015	20220731	1	999991001000101	734777009	en	900000000000550004	A substance that forms a complex with metal ions or other substrates	900000000000017005
3621081019	20220731	1	999991001000101	734549002	en	900000000000550004	A substance such as a detergent that, when added to a liquid, reduces its surface tension, thereby increasing its spreading and wetting properties	900000000000017005
3621123016	20220731	1	999991001000101	734817009	en	900000000000550004	A substance that increases the risk of neoplasms in humans or animals either by directly affecting DNA or inducing neoplasms by other mechanisms	900000000000017005
3633873017	20220731	1	999991001000101	734818004	en	900000000000550004	A substance that is produced by a living organism and is toxic, noxious, or poisonous.	900000000000017005
3657947018	20220731	1	999991001000101	765330003	en	900000000000550004	Inherited disease with characteristics of the development of cysts in the kidneys. The disease rarely causes any noticeable problems until the cysts grow large enough to affect renal function, usually between 30 and 60 years of age. Less commonly, children or older people may have noticeable symptoms. Two different genes are known to cause this disease PKD1 and PKD2.	900000000000017005
3663813016	20220731	1	999991001000101	762949000	en	900000000000550004	The most specific description of a substance present in the manufactured dose form, before any dilution or transformation. It includes modifiers, such as salts, esters, polymers (e.g. pegylation), and/or solvates (including waters of hydration).	900000000000017005
3663814010	20220731	1	999991001000101	127489000	en	900000000000550004	The clinically relevant part or whole of the substance that is intended to have a therapeutic action on or within the body. It excludes esters, salts or other non-covalent derivatives (such as a complex, chelate etc.), but may include secondary modifications.	900000000000017005
3664983015	20220731	1	999991001000101	767023003	en	900000000000550004	Any period of life commencing after birth, but before death.	900000000000017005
