"co_seq_id";"nu_vtmid";"dt_vtmiddt";"co_vtmidprev";"st_invalid";"no_nm";"no_abbrevnm";"au_audit_create_datetime";"au_audit_change_datetime";"au_audit_create_username";"au_audit_change_username";"nu_version";"st_registro_ativo";"st_change_approve"
11261;@brasil12071677670;;;;Aminobenzoato de Potássio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11262;@brasil10980518664;;;;Aminofilina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11263;@brasil18687560620;;;;Amiodarona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11264;@brasil10496247419;;;;Amissulprida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11265;@brasil16418555541;;;;Amitriptilina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11266;@brasil10604035760;;;;Amitriptilina + Clordiazepóxido;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11267;@brasil13764512485;;;;Amoxicilina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11268;@brasil17010455453;;;;Amoxicilina + Ácido Clavulânico;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11269;@brasil13758740119;;;;Amoxicilina + Sulbactam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11270;@brasil17762334547;;;;Ampicilina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11271;@brasil17535452689;;;;Amprenavir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11272;@brasil14390260114;;;;Anagrelida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11273;@brasil19344942809;;;;Anastrozol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11274;@brasil13553934015;;;;Anfepramona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11275;@brasil19734841955;;;;Anlodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11276;@brasil18012408042;;;;Anlodipino + Atenolol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11277;@brasil10857514654;;;;Anlodipino + Atorvastatina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11278;@brasil10250349453;;;;Anlodipino + Benazepril;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11279;@brasil18679203611;;;;Anlodipino + Enalapril;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11280;@brasil12644970008;;;;Anlodipino + Losartana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11281;@brasil17187239514;;;;Ramipril + Anlodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11282;@brasil18001287855;;;;Valsartana + Anlodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11283;@brasil18444721043;;;;Apixabana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11284;@brasil18219741961;;;;Aprepitanto;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11286;@brasil14163509349;;;;Arginina + Ornitina + Citrulina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11287;@brasil13523906098;;;;Aripiprazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11288;@brasil15129002755;;;;Arteméter + Lumefantrina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11289;@brasil15073295788;;;;Artesunato + Mefloquina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11290;@brasil19979470984;;;;Asenapina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11291;@brasil14677467870;;;;Aspartato de Magnésio + Carbonato de Cálcio + Ranitidina + Colecalciferol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11292;@brasil13448926705;;;;Atazanavir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11293;@brasil13212230225;;;;Atenolol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11294;@brasil15714371319;;;;Atenolol + Clortalidona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11295;@brasil18935166231;;;;Atenolol + Nifedipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11296;@brasil17532717507;;;;Atorvastatina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11297;@brasil10858089150;;;;Azatioprina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11298;@brasil11692293538;;;;Azitromicina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11285;@brasil15764546984;;;;Arginina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11299;@brasil15887200547;;;;Baclofeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11300;@brasil14359122433;;;;Bamifilina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11301;@brasil14134010833;;;;Beclometasona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11302;@brasil17592687174;;;;Benazepril;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11303;@brasil15561403682;;;;Benazepril + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11304;@brasil15028957196;;;;Benciclano;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11305;@brasil18460575245;;;;Benzbromarona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11306;@brasil17216004948;;;;Benznidazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11307;@brasil10698299314;;;;Betacaroteno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11308;@brasil11843482032;;;;Betaistina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11309;@brasil17122512529;;;;Betametasona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11310;@brasil10082116861;;;;Betametildigoxina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11311;@brasil19043047024;;;;Betanecol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11312;@brasil14968884851;;;;Bezafibrato;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11313;@brasil17715283488;;;;Bicalutamida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11314;@brasil13669763200;;;;Bilastina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11315;@brasil15202965842;;;;Biperideno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11316;@brasil15005539919;;;;Bisacodil + Docusato de Sódio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11317;@brasil19418802379;;;;Bisoprolol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11318;@brasil12077392452;;;;Bisoprolol + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11319;@brasil12130555427;;;;Boceprevir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11320;@brasil14420600089;;;;Borago Officinalis L.;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11321;@brasil15711334472;;;;Bosentana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11322;@brasil15294872404;;;;Bromazepam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11323;@brasil19340358914;;;;Brometo de Otilônio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11324;@brasil10817177667;;;;Bromocriptina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11325;@brasil16064811902;;;;Bromoprida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11326;@brasil17872526818;;;;Bronfeniramina + Fenilefrina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11327;@brasil11168198697;;;;Brosimum gaudichaudii;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11328;@brasil12223413336;;;;Buclizina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11329;@brasil17612470896;;;;Budesonida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11330;@brasil11392114786;;;;Formoterol + Budesonida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11331;@brasil14123161549;;;;Bumetanida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11332;@brasil16439463696;;;;Bupropiona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11333;@brasil19827834142;;;;Buspirona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11334;@brasil19820779932;;;;Cabergolina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11335;@brasil19620397544;;;;Calcitriol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11336;@brasil18639648236;;;;Canagliflozina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11337;@brasil14337048859;;;;Candesartana;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11338;@brasil15766299892;;;;Candesartana + Felodipino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11339;@brasil15820353193;;;;Candesartana + Hidroclorotiazida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11340;@brasil11802866599;;;;Capecitabina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11341;@brasil11553273722;;;;Captopril;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11342;@brasil12357769125;;;;Carbamazepina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11343;@brasil17129024765;;;;Carbonato de Cálcio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11344;@brasil18571816763;;;;Carbonato de Cálcio + Colecalciferol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11345;@brasil11472009830;;;;Carbonato de Cálcio + Lactogliconato de Cálcio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11346;@brasil11644599167;;;;Carbonato de Lítio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11347;@brasil13806966657;;;;Carbonato de Lodenafila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11348;@brasil14101036090;;;;Carvedilol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11349;@brasil19084280791;;;;Cassia angustifolia + Tamarindus indica + Cassia fistula + Coriandrum sativum;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11350;@brasil13118295997;;;;Cefaclor;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11351;@brasil18338637916;;;;Cefadroxila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11352;@brasil12338301903;;;;Cefalexina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11353;@brasil16675596074;;;;Cefuroxima;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11354;@brasil16363074970;;;;Celecoxibe;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11355;@brasil11788586937;;;;Cetirizina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11356;@brasil19853710083;;;;Cetoconazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11357;@brasil13902789915;;;;Cetoprofeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11358;@brasil19952819634;;;;Cetotifeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11359;@brasil18055728735;;;;Cianocobalamina + Piridoxina + Tiamina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11360;@brasil10420185084;;;;Ciclobenzaprina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11361;@brasil17933739522;;;;Ciclobenzaprina + Cafeína;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11362;@brasil18408142669;;;;Clonixinato de Lisina + Ciclobenzaprina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11363;@brasil18239495089;;;;Ciclofenila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11364;@brasil15973047748;;;;Ciclofosfamida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11365;@brasil15146753781;;;;Ciclosporina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11366;@brasil17814625972;;;;Cilazapril;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11367;@brasil13632868828;;;;Cilostazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11368;@brasil14720466531;;;;Cimetidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11369;@brasil12703726479;;;;Cimicifuga racemosa;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11370;@brasil19357233110;;;;Cinacalcete;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11371;@brasil18674986424;;;;Cinarizina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11372;@brasil15303233101;;;;Ciprofibrato;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11373;@brasil10491206542;;;;Ciprofloxacino;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11374;@brasil16546333716;;;;Ciproterona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11375;@brasil11258049262;;;;Citalopram;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11376;@brasil16651245471;;;;Citicolina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11377;@brasil19482079881;;;;Citrato de Cálcio + Colecalciferol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11378;@brasil17456663302;;;;Citrato de Potássio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11379;@brasil18837077176;;;;Claritromicina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11380;@brasil11815396287;;;;Clindamicina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11381;@brasil12565750210;;;;Clobazam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11382;@brasil17382562500;;;;Clofazimina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11383;@brasil19215562182;;;;Clomifeno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11384;@brasil13930123720;;;;Clomipramina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11385;@brasil12003932363;;;;Clonazepam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11386;@brasil18229290960;;;;Clonidina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11387;@brasil15134658025;;;;Clonixinato de Lisina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11388;@brasil10985417552;;;;Clopidogrel;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11389;@brasil19523113991;;;;Clorambucila;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11390;@brasil14659317613;;;;Cloranfenicol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11391;@brasil14727246401;;;;Clordiazepóxido;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11392;@brasil19658279472;;;;Cloreto de Potássio;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11393;@brasil14109658470;;;;Cloridrato de Quinina + Papaverina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11394;@brasil11573454244;;;;Cloridrato de Sevelâmer;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11395;@brasil15538296116;;;;Clorpromazina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11396;@brasil12971118159;;;;Clorpropamida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11397;@brasil18240702754;;;;Clortalidona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11398;@brasil12290159604;;;;Clorzoxazona + Paracetamol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11399;@brasil16728690066;;;;Cloxazolam;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11400;@brasil16772971828;;;;Clozapina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11401;@brasil13678789252;;;;Cobamamida;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11402;@brasil18075031085;;;;Codeína;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11403;@brasil19338787977;;;;Colchicina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11404;@brasil12468846944;;;;Colecalciferol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11405;@brasil14327871094;;;;Crizotinibe;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11406;@brasil14232814947;;;;Curcuma longa;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11407;@brasil18180461764;;;;Cybara scolymus (Alcachofra);;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11408;@brasil18203864289;;;;Daclatasvir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11409;@brasil16477936464;;;;Danazol;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11410;@brasil17778089759;;;;Dantroleno;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11411;@brasil19456639715;;;;Dapagliflozina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11412;@brasil13948929610;;;;Dapsona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11414;@brasil15026857530;;;;Darunavir;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11415;@brasil11010100329;;;;Dasatinibe;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11416;@brasil19969929361;;;;Deferasirox;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11413;@brasil11374729210;;;;Darifenacina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11417;@brasil16819346132;;;;Deferiprona;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11418;@brasil14186942887;;;;Deflazacorte;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
11419;@brasil10476676346;;;;Desloratadina;;"2017-02-08 19:31:42";"2017-02-08 19:31:42";anonymous;"1";"0";ACTIVE;APPROVED
