,resource_type,id,name,company,website,location,public_access,logo_url,description,text,attr:Ex_Num,attr:ex_name,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:extra_names,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
0,Concept,13,Meningo AC,,,por,,,Vacina meningocócica AC,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,14,VFA,,,por,,,Vacina febre amarela,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,15,BCG,,,por,,,Vacina BCG,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,16,SACROT,,,por,,,Soro anticrotálico,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,17,Hib,,,por,,,Vacina Hib,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,18,VR,,,por,,,Vacina raiva embrião de galinha,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,19,IGHV,,,por,,,Imunoglobulina humana antivaricela,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,20,IGHHB,,,por,,,Imunoglobulina humana anti-hepatite B,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,21,VPP23,,,por,,,Vacina pneumo 23,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,22,VIP,,,por,,,Vacina polio injetável,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,23,IGHR,,,por,,,Imunoglobulina humana antirrábica,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,24,SCR,,,por,,,"Vacina sarampo, caxumba, rubéola",,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,25,dT,,,por,,,Vacina difteria e tétano adulto,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,26,VPC10,,,por,,,Vacina pneumo 10,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,27,SLATRO,,,por,,,Soro latrodectus,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,28,VOP,,,por,,,Vacina polio oral,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,29,PENTA acelular,,,por,,,Vacina penta acelular (DTPa/VIP/Hib),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,30,FTp,,,por,,,Vacina febre tifóide,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,31,SALOXO,,,por,,,Soro antiloxoscélico (trivalente),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,32,SALONO,,,por,,,Soro antilonômico,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,33,INF3,,,por,,,Vacina influenza trivalente,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,34,VAR,,,por,,,Vacina varicela,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,35,HA,,,por,,,Vacina hepatite A,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,36,SR,,,por,,,"Vacina sarampo, rubéola",,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,37,Vero,,,por,,,Vacina raiva em cultivo celular vero,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,38,SBOTULTRI,,,por,,,Soro antibotulínico (trivalente),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,39,Tetra,,,por,,,Vacina DTP/Hib,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,40,Pncc7V,,,por,,,Vacina pneumocócica 7V,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,41,MenC,,,por,,,Vacina meningo C,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,42,PENTA,,,por,,,Vacina penta (DTP/HepB/Hib),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,43,HEXA,,,por,,,Vacina hexa (DTPa/HepB/VIP/Hib),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,44,H1N1,,,por,,,Vacina Influenza H1N1,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,45,ROTA,,,por,,,Vacina rotavírus,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,46,DTP,,,por,,,Vacina DTP,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,47,DTPa,,,por,,,Vacina DTPa infantil,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,48,DILSRC,,,por,,,"Diluente para vacina sarampo, caxumba, rubéola",,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,49,DILVFA,,,por,,,Diluente para vacina febre amarela,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,50,DILHib,,,por,,,Diluente para vacina haemophilus influenzae B,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,51,Fta,,,por,,,Vacina febre tifóide (atenuada),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,52,DilMengAC,,,por,,,Diluente meningo AC,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,53,DILSR,,,por,,,"Diluente para vacina sarampo, rubéola",,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,54,DILVAR,,,por,,,Diluente para vacina varicela,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,55,HepAinf,,,por,,,Vacina hepatite A infantil,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,56,SCRV,,,por,,,"Vacina sarampo, caxumba, rubéola e varicela",,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,57,dTpa,,,por,,,Vacina dTpa adulto,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,58,TETRA acelular,,,por,,,Vacina DTPa/VIP,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,59,VPC13,,,por,,,Vacina pneumo 13,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,60,HPV2,,,por,,,Vacina HPV bivalente,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,61,TT,,,por,,,Vacina toxóide tetânico,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,62,HAeHBped,,,por,,,Hepatite AeB (pediátrica),,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,63,HAeHB,,,por,,,Vacina hepatite AeB (uso adulto),,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,64,FLU ID,,,por,,,Vacina influenza ID,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,65,ROTA5,,,por,,,Vacina rotavírus pentavalente,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,66,MEN BC,,,por,,,Vacina meningocócica B/C,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,67,HPV4,,,por,,,Vacina HPV quadrivalente,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,68,HPV Bi,,,por,,,Vacina HPV bivalente,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,69,SABOT,,,por,,,Soro antibotulínico AB (bivalente),,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,70,Sarampo,,,por,,,Vacina sarampo,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,71,Rubeola,,,por,,,Vacina rubéola,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,72,Gripe Sazonal,,,por,,,Vacina gripe,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,73,Quadrupla Viral,,,por,,,Vacina quádrupla viral,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,74,MenACWY,,,por,,,Vacina meningo ACWY,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,75,COLERA,,,por,,,Vacina cólera,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,76,VHZ,,,por,,,Vacina herpes-zóster,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,77,INF4,,,por,,,Vacina influenza tetravalente,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,78,MenB,,,por,,,Vacina meningo B,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,79,DILBCG,,,por,,,Diluente para vacina BCG,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,80,DILVRvero,,,por,,,Diluente para vacina raiva cultivo celulas vero,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,81,DILMenC,,,por,,,Diluente para vacina meningo C,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,82,Dengue,,,por,,,Vacina dengue,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,83,HEPAad,,,por,,,Vacina hepatite A adulto,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,84,VFA-F,,,por,,,Vacina febre amarela fracionada,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,85,COVID-19 ASTRAZENECA/FIOCRUZ - COVISHIELD,,,por,,,"Vacina Covid-19 ASTRAZENECA/FIOCRUZ - COVISHIELD, recombinante",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,86,COVID-19 SINOVAC/BUTANTAN - CORONAVAC,,,por,,,"Vacina COVID-19 SINOVAC/BUTANTAN - CORONAVAC, inativada",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,87,COVID-19 PFIZER - COMIRNATY,,,por,,,"Vacina COVID-19 PFIZER - COMIRNATY, RNAm",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,88,COVID-19 JANSSEN - Ad26.COV2.S,,,por,,,"Vacina COVID-19 JANSSEN - Ad26.COV2.S, recombinante",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,89,COVID-19 ASTRAZENECA - ChAdOx1-S,,,por,,,"Vacina COVID-19 ASTRAZENECA - ChAdOx1-S, recombinante",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,90,DILSCRV,,,por,,,"Diluente para vacina sarampo, caxumba, rubéola e varicela",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,91,DILVR,,,por,,,Diluente para vacina raiva cultivo embrião de galinha,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,92,VRvero,,,por,,,Vacina raiva cultivo celulas vero,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,93,HPV9,,,por,,,Vacina HPV nonavalente,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,94,DILCOV,,,por,,,Diluente Covid-19,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,95,COVID-19 GAMALEYA - SPUTNIK V,,,por,,,Vacina COVID-19 GAMALEYA - SPUTNIK V recombinante,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,96,COVID-19 BHARAT - COVAXIN,,,por,,,Vacina Covid-19 COVID-19 BHARAT - COVAXIN inativada,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,97,COVID-19 MODERNA,,,por,,,Vacina COVID-19 MODERNA RNAm,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,98,COVID-19 SINOVAC - CORONAVAC,,,por,,,Vacina COVID-19 SINOVAC - CORONAVAC inativada,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,99,COVID-19 PFIZER - COMIRNATY PEDIÁTRICA,,,por,,,"Vacina COVID-19 PFIZER - COMIRNATY PEDIÁTRICA, RNAm",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,100,VVBN,,,por,,,Vacina Varíola Bavarian Nordic,,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,101,VZR,,,por,,,"Vacina Herpes-Zoster, recombinante",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,102,COVID-19 PFIZER - COMIRNATY PEDIÁTRICA MENOR DE 5 ANOS,,,por,,,"Vacina COVID-19 PFIZER - COMIRNATY PEDIÁTRICA MENOR DE 5 ANOS, RNAm",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,103,COVID-19 PFIZER - COMIRNATY BIVALENTE,,,por,,,"Vacina COVID-19 PFIZER - COMIRNATY BIVALENTE, RNAm",,,,,MS,,,,,,,,,,,,,,,,,,,,TRUE,,,,,text,Pharmacologic-Drug-Class,brimunobiologico,,,,,,,,,,,,,,,,,,,Fully Specified,por
