resource_type,id,name,company,website,location,public_access,logo_url,description,text,attr:ingredientes_codigoObm,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:extra_names,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
Concept,A01AB,Antiinfectives and antiseptics for local oral treatment,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Antiinfectives and antiseptics for local oral treatment,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB02,hydrogen peroxide,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,hydrogen peroxide,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB03,chlorhexidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,chlorhexidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB04,amphotericin B,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,amphotericin B,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB05,polynoxylin,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,polynoxylin,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB06,domiphen,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,domiphen,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB07,oxyquinoline,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,oxyquinoline,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB08,neomycin,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,neomycin,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB09,miconazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,miconazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB10,natamycin,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,natamycin,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB11,various,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,various,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB12,hexetidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,hexetidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB13,tetracycline,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,tetracycline,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB14,benzoxonium chloride,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,benzoxonium chloride,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB15,tibezonium iodide,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,tibezonium iodide,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB16,mepartricin,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,mepartricin,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB17,metronidazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,metronidazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB18,clotrimazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,clotrimazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB19,sodium perborate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,sodium perborate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB21,chlortetracycline,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,chlortetracycline,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB22,doxycycline,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,doxycycline,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AB23,minocycline,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,minocycline,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AC,Corticosteroids for local oral treatment,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Corticosteroids for local oral treatment,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AC01,triamcinolone,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,triamcinolone,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AC02,dexamethasone,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,dexamethasone,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AC03,hydrocortisone,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,hydrocortisone,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AC54,"prednisolone, combinations",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"prednisolone, combinations",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD,Other agents for local oral treatment,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Other agents for local oral treatment,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD01,epinephrine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,epinephrine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD02,benzydamine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,benzydamine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD05,acetylsalicylic acid,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,acetylsalicylic acid,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD06,adrenalone,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,adrenalone,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD07,amlexanox,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,amlexanox,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD08,becaplermin,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,becaplermin,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A01AD11,various,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,various,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02,DRUGS FOR ACID RELATED DISORDERS,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,DRUGS FOR ACID RELATED DISORDERS,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02A,ANTACIDS,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,ANTACIDS,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA,Magnesium compounds,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Magnesium compounds,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA01,magnesium carbonate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magnesium carbonate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA02,magnesium oxide,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magnesium oxide,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA03,magnesium peroxide,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magnesium peroxide,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA04,magnesium hydroxide,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magnesium hydroxide,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA05,magnesium silicate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magnesium silicate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AA10,combinations,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,combinations,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB,Aluminium compounds,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Aluminium compounds,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB01,aluminium hydroxide,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,aluminium hydroxide,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB02,algeldrate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,algeldrate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB03,aluminium phosphate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,aluminium phosphate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB04,dihydroxialumini sodium carbonate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,dihydroxialumini sodium carbonate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB05,aluminium acetoacetate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,aluminium acetoacetate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB06,aloglutamol,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,aloglutamol,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB07,aluminium glycinate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,aluminium glycinate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AB10,combinations,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,combinations,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AC,Calcium compounds,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Calcium compounds,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AC01,calcium carbonate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,calcium carbonate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AC02,calcium silicate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,calcium silicate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AC10,combinations,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,combinations,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"Combinations and complexes of aluminium, calcium and magnesium compounds",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AD01,ordinary salt combinations,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,ordinary salt combinations,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AD02,magaldrate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magaldrate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AD03,almagate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,almagate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AD04,hydrotalcite,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,hydrotalcite,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AD05,almasilate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,almasilate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AF,Antacids with antiflatulents,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Antacids with antiflatulents,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AF01,magaldrate and antiflatulents,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,magaldrate and antiflatulents,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AF02,ordinary salt combinations and antiflatulents,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,ordinary salt combinations and antiflatulents,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AG,Antacids with antispasmodics,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Antacids with antispasmodics,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AH,Antacids with sodium bicarbonate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Antacids with sodium bicarbonate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02AX,"Antacids, other combinations",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"Antacids, other combinations",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA,H2-receptor antagonists,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,H2-receptor antagonists,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA01,cimetidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,cimetidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA02,ranitidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,ranitidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA03,famotidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,famotidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA04,nizatidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,nizatidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA05,niperotidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,niperotidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA06,roxatidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,roxatidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA07,ranitidine bismuth citrate,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,ranitidine bismuth citrate,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA08,lafutidine,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,lafutidine,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA51,"cimetidine, combinations",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"cimetidine, combinations",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BA53,"famotidine, combinations",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"famotidine, combinations",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BB,Prostaglandins,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Prostaglandins,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BB01,misoprostol,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,misoprostol,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BB02,enprostil,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,enprostil,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC,Proton pump inhibitors,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Proton pump inhibitors,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC01,omeprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,omeprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC02,pantoprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,pantoprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC03,lansoprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,lansoprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC04,rabeprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,rabeprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC05,esomeprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,esomeprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC06,dexlansoprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,dexlansoprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC07,dexrabeprazole,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,dexrabeprazole,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC08,vonoprazan,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,vonoprazan,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC53,"lansoprazole, combinations",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"lansoprazole, combinations",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BC54,"rabeprazole, combinations",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"rabeprazole, combinations",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BD,Combinations for eradication of Helicobacter pylori,,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,Combinations for eradication of Helicobacter pylori,,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BD01,"omeprazole, amoxicillin and metronidazole",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"omeprazole, amoxicillin and metronidazole",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BD02,"lansoprazole, tetracycline and metronidazole",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"lansoprazole, tetracycline and metronidazole",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BD03,"lansoprazole, amoxicillin and metronidazole",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"lansoprazole, amoxicillin and metronidazole",,,,,,,,,,,,,,,,Fully Specified,por
Concept,A02BD04,"pantoprazole, amoxicillin and clarithromycin",,,por,,,,,,,MS,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,text,Misc,BREtniaIndigena,,,"pantoprazole, amoxicillin and clarithromycin",,,,,,,,,,,,,,,,Fully Specified,por
